row_index,object_id,ID_COSMOS,COSMOS_ID0,luminosity_bin,log_stellar_mass_truth,recovered_logm,logm16,logm84,residual_log_ratio,residual_errorbar_distance_dex,errorbar_y_min,errorbar_y_max,abs_residual_log_ratio,residual_rank_in_bin
466,090210.16+444625.4_473476_0.0001,473476,473476,L < 42,8.82973,6.488937708351948,4.892242065982718,6.907884337016611,-2.340792291648052,1.9218456629833884,-3.9374879340172813,-1.9218456629833884,2.340792291648052,49
1152,161650.29+221449.5_473476_0.0003,473476,473476,L < 42,8.82973,6.501063358533336,5.063136226152205,6.941229203255511,-2.328666641466664,1.8885007967444887,-3.766593773847795,-1.8885007967444887,2.328666641466664,50
176,075216.55+500251.3_473476_0.0003,473476,473476,L < 42,8.82973,6.506171280899161,5.269771525430043,6.985859182276212,-2.3235587191008387,1.8438708177237872,-3.5599584745699566,-1.8438708177237872,2.3235587191008387,51
175,075216.55+500251.3_473476_0.0001,473476,473476,L < 42,8.82973,6.5098534919642415,5.275708647333994,6.914449939562918,-2.319876508035758,1.9152800604370812,-3.5540213526660054,-1.9152800604370812,2.319876508035758,52
1008,154511.29+223856.0_608503_0.0001,608503,608503,L < 42,10.4018,8.15902923244932,7.006547515594734,8.810898176838483,-2.242770767550679,1.5909018231615164,-3.3952524844052654,-1.5909018231615164,2.242770767550679,53
473,090441.80+351628.0_819051_0.0001,819051,819051,L < 42,10.1652,7.93762997902084,6.810718751202738,8.775044370082517,-2.2275700209791607,1.3901556299174835,-3.3544812487972626,-1.3901556299174835,2.2275700209791607,54
846,150254.12+074155.7_473476_0.0001,473476,473476,L < 42,8.82973,6.659186573721651,5.469059913452629,6.969819167632287,-2.170543426278349,1.8599108323677127,-3.360670086547371,-1.8599108323677127,2.170543426278349,55
770,144240.79+052423.2_315709_0.001,315709,315709,L < 42,9.08123,6.927029861080406,5.59380387021386,7.290325254294784,-2.154200138919593,1.7909047457052156,-3.487426129786139,-1.7909047457052156,2.154200138919593,56
167,075209.09+414235.5_473476_0.0003,473476,473476,L < 42,8.82973,6.681843984105238,5.307960908022292,7.025141880939753,-2.1478860158947617,1.8045881190602469,-3.521769091977708,-1.8045881190602469,2.1478860158947617,57
711,142410.39+180951.6_759050_0.0001,759050,759050,L < 42,10.499,8.352757652592157,7.273234981078736,9.19377107639127,-2.146242347407844,1.3052289236087304,-3.2257650189212645,-1.3052289236087304,2.146242347407844,58
219,080427.98+522306.2_962307_0.0001,962307,962307,L < 42,9.69959,7.558789357455826,6.9735887125290414,7.832872031215171,-2.140800642544175,1.8667179687848297,-2.726001287470959,-1.8667179687848297,2.140800642544175,59
268,081748.83+144115.0_945627_0.0001,945627,945627,L < 42,9.92763,7.790692583990745,6.864695788280941,8.334313135088783,-2.136937416009256,1.593316864911218,-3.0629342117190594,-1.593316864911218,2.136937416009256,60
1110,160730.80+000531.8_757182_0.0001,757182,757182,L < 42,9.73314,7.603751173625565,7.491855990169989,7.710990747846232,-2.129388826374435,2.0221492521537687,-2.2412840098300117,-2.0221492521537687,2.129388826374435,61
503,091432.37+302249.4_962307_0.0003,962307,962307,L < 42,9.69959,7.5705354448789155,6.411027405024908,7.812235914705502,-2.129054555121085,1.8873540852944988,-3.288562594975093,-1.8873540852944988,2.129054555121085,62
1080,160249.32+250441.0_473476_0.0001,473476,473476,L < 42,8.82973,6.707956175967803,5.731344204571212,7.004631166577873,-2.1217738240321964,1.8250988334221265,-3.0983857954287872,-1.8250988334221265,2.1217738240321964,63
8,021121.04+121445.9_945627_0.0001,945627,945627,L < 42,9.92763,7.80890949518742,7.089452936382833,8.260532987800906,-2.118720504812581,1.6670970121990951,-2.8381770636171675,-1.6670970121990951,2.118720504812581,64
