fit_index,object_id,COSMOS_ID0,ID_COSMOS,redshift,chimera_QSO_weight,resample_weight,log_stellar_mass_truth,logLbol_QSO,logLbol_chimera,luminosity_bin,dr7q_name,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_spectrum_id,dr7q_redshift,u_sdss,u_sdss_err,r_sdss,r_sdss_err,i_sdss,i_sdss_err,z_sdss,z_sdss_err,J_2mass,J_2mass_err,H_2mass,H_2mass_err,Ks_2mass,Ks_2mass_err,spitzer.irac.I1,spitzer.irac.I1_err,spitzer.irac.I2,spitzer.irac.I2_err
3211,145907.47+114300.0_712272_0.0001,712272,712272,0.8945000171661377,0.0001,1983.0,10.2869,46.09400177001953,42.09400177001953,42 < L < 43,145907.47+114300.0,1716,53827,452,1716-53827-452,0.8872000000000001,0.0007752226665616035,3.865652979584411e-05,0.0019860065076500177,5.513802170753479e-05,0.003892438719049096,6.135277362773195e-05,0.0065874336287379265,6.767804734408855e-05,0.011576736345887184,0.0001653828367125243,0.013734367676079273,0.0007499492494389415,nan,nan,0.026275567710399628,0.0002293415309395641,0.019357075914740562,0.0003992681740783155
3212,145911.75+220533.9_810483_0.0001,810483,810483,0.796999990940094,0.0001,17.0,9.1486,46.18299865722656,42.18299865722656,42 < L < 43,145911.75+220533.9,2148,54526,74,2148-54526-74,0.7933000000000001,1.880587478808593e-05,3.9033693610690534e-05,0.00020466707064770162,2.876529106288217e-05,0.00048909179167822,3.824161467491649e-05,0.0006987354718148708,6.967168155824766e-05,0.0009235071483999491,0.00016177413635887206,0.0005216524587012827,0.0007536228513345122,0.0020903691183775663,0.000861352717038244,0.0014251557877287269,7.234323857119307e-05,0.001254143426194787,8.621228334959596e-05
3213,145913.97+234347.2_988721_0.0001,988721,988721,1.2799999713897705,0.0001,29.0,11.2691,46.65299987792969,42.65299987792969,42 < L < 43,145913.97+234347.2,2149,54509,83,2149-54509-83,1.2893000000000001,1.688536758592818e-05,5.408381548477337e-05,0.00030668580438941717,2.45966457441682e-05,0.0012379030231386423,4.485056342673488e-05,0.003978997468948364,6.584213406313211e-05,0.013025028631091118,0.00029142212588340044,0.022905906662344933,0.0006904307520017028,0.030799634754657745,0.0009216591133736074,0.055440738797187805,0.0002529284975025803,0.05056607723236084,0.00027342242537997663
3214,145920.94+261623.8_567514_0.0001,567514,567514,0.8396999835968018,0.0001,26.0,9.35588,46.08700180053711,42.08700180053711,42 < L < 43,145920.94+261623.8,2149,54509,366,2149-54509-366,0.8323000000000002,0.00016382623289246112,3.2513147743884474e-05,0.00020442859386093915,2.7996165954391472e-05,0.00039424377609975636,3.764842404052615e-05,0.0005590112996287644,7.461773202521726e-05,0.000528972246684134,0.00015355432697106153,0.0005422294489108026,0.0005593437235802412,0.0014850185252726078,0.0007285306928679347,0.0020072152838110924,8.747290121391416e-05,0.002754039131104946,0.00015794234059285372
3215,145924.02+161937.0_987307_0.0001,987307,987307,0.7419999837875366,0.0001,79.0,8.51039,46.00400161743164,42.00400161743164,42 < L < 43,145924.02+161937.0,2764,54535,583,2764-54535-583,0.7339000000000001,1.963661088666413e-05,4.546701529761776e-05,0.0002652856637723744,3.174995435983874e-05,0.00043546667438931763,4.125603663851507e-05,0.0007165890419855714,7.688486221013591e-05,0.0010067176772281528,0.000169900493347086,nan,nan,nan,nan,0.0007353251567110419,6.870802462799475e-05,0.0005574733950197697,5.476320438901894e-05
3216,145938.49+371314.7_483080_0.0001,483080,483080,1.2239999771118164,0.0001,153.0,9.18746,46.334999084472656,42.334999084472656,42 < L < 43,145938.49+371314.7,1352,52819,355,1352-52819-355,1.2189,0.001522931968793273,3.262502286816016e-05,0.0017973255598917603,5.4938820539973676e-05,0.002315014600753784,5.9775153204100206e-05,0.0028448051307350397,7.325650949496776e-05,0.0028295814990997314,0.0001159257662948221,nan,nan,nan,nan,0.003893885063007474,8.684314525453374e-05,0.0029162834398448467,9.527615475235507e-05
3217,145943.16+390006.2_378365_0.0001,378365,378365,2.811800003051758,0.0001,10.0,7.03128,46.472999572753906,42.472999572753906,42 < L < 43,145943.16+390006.2,1398,53146,258,1398-53146-258,2.8150000000000004,1.9753581000259146e-05,1.55783309310209e-05,0.0002467527810949832,3.0871240596752614e-05,0.0003431849181652069,3.630307037383318e-05,0.00012782230623997748,7.78952962718904e-05,2.8618820579140447e-05,0.000170791448908858,nan,nan,nan,nan,0.00020700620370917022,2.527618380554486e-05,0.00022426027862820774,2.7716916520148516e-05
3218,145943.16+390006.2_378365_0.0003,378365,378365,2.811800003051758,0.0003,5.0,7.03128,46.472999572753906,42.95012082747357,42 < L < 43,145943.16+390006.2,1398,53146,258,1398-53146-258,2.8150000000000004,2.008980663958937e-05,1.5582543710479513e-05,0.0002554110833443701,3.087289951508865e-05,0.0003500182065181434,3.630376886576414e-05,0.00013883346400689334,7.790102972649038e-05,6.634392775595188e-05,0.00017207466589752585,nan,nan,nan,nan,0.0002450105093885213,2.539764500397723e-05,0.0002706723171286285,2.8059475880581886e-05
3219,145957.32+335117.7_922124_0.003,922124,922124,0.39800000190734863,0.003,49.0,10.1193,45.39400100708008,42.87112226179974,42 < L < 43,145957.32+335117.7,1647,53531,623,1647-53531-623,0.404,0.0002476944064255804,2.9123115382390097e-05,0.0004419139586389065,3.682907117763534e-05,0.00044612123747356236,4.696030737250112e-05,0.0007735819090157747,7.513192394981161e-05,0.00154521269723773,0.00017345036030746996,0.0027830610051751137,0.0008459644159302115,0.0027702804654836655,0.0010456971358507872,0.006047889124602079,6.400217534974217e-05,0.008236804977059364,0.00011054593051085249
3220,150010.75+320536.3_701891_0.0001,701891,701891,0.729200005531311,0.0001,249.0,10.5806,46.095001220703125,42.095001220703125,42 < L < 43,150010.75+320536.3,1648,53171,270,1648-53171-270,0.7334,5.229140515439212e-05,2.532630787754897e-05,0.0010901018977165222,4.06351791752968e-05,0.0034218658693134785,5.973994484520517e-05,0.006813461426645517,7.063690281938761e-05,0.01185219269245863,0.00011841875675600022,0.017705228179693222,0.000672000169288367,0.023250000551342964,0.0007691861246712506,0.024007707834243774,7.987178105395287e-05,0.015593656338751316,4.8390418669441715e-05
3221,150018.08+023119.5_793485_0.0003,793485,793485,1.5130000114440918,0.0003,2.0,10.4916,46.236000061035156,42.71312131575482,42 < L < 43,150018.08+023119.5,589,52055,246,589-52055-246,1.5158000000000003,4.6871849917806685e-05,3.4473472624085844e-05,0.0003621160867623985,3.616680623963475e-05,0.000701713957823813,4.236408130964264e-05,0.0015056802658364177,7.079709757817909e-05,0.00395888602361083,0.00011904112034244463,0.006942484527826309,0.0006519037997350097,0.009523374028503895,0.0007655451772734523,0.016466153785586357,0.00016583122487645596,0.01959056593477726,0.00017288354865740985
3222,150023.92+323346.9_580679_0.0001,580679,580679,0.972000002861023,0.0001,5.0,7.72995,46.33000183105469,42.33000183105469,42 < L < 43,150023.92+323346.9,1648,53171,428,1648-53171-428,0.9680000000000001,1.344964766758494e-05,2.419844713585917e-05,3.2654184906277806e-05,2.7064084861194715e-05,0.00010457957250764593,3.064723568968475e-05,8.96492347237654e-05,7.477604958694428e-05,-7.9462170106126e-06,3.641695366241038e-05,3.3091964724007994e-05,0.0006487707141786814,-0.0005241400795057416,0.0008465192513540387,6.14216405665502e-05,1.2963884728378616e-05,0.00012316084757912904,1.60441250045551e-05
3223,150031.99+364955.4_355786_0.001,355786,355786,0.4666000008583069,0.001,13.0,7.95248,45.35100173950195,42.35100173950195,42 < L < 43,150031.99+364955.4,1352,52819,312,1352-52819-312,0.46680000000000005,0.00012978058657608926,4.192115375190042e-05,0.0003271966124884784,4.324295514379628e-05,0.0003685721312649548,5.847525244462304e-05,0.0004764964687637985,7.608206215081736e-05,0.0007466503884643316,0.00017169788770843297,nan,nan,0.0001295793626923114,0.0009218716877512634,0.0006252294406294823,5.607646380667575e-05,0.0009221732034347951,5.575557588599622e-05
3224,150109.29+183254.3_645088_0.0001,645088,645088,2.3285000324249268,0.0001,3.0,8.80462,46.9119987487793,42.9119987487793,42 < L < 43,150109.29+183254.3,2791,54556,53,2791-54556-53,2.325,0.0002767655532807112,2.7962674721493386e-05,0.000407784478738904,3.136026134598069e-05,0.00039924122393131256,3.726379873114638e-05,0.00036361964885145426,6.602574285352603e-05,nan,nan,0.0006018801359459758,0.0006433147354982793,2.6958387024933472e-05,0.00073847989551723,0.0005443750997073948,6.903388566570356e-05,0.00039615429705008864,8.481862460030243e-05
3225,150113.19+232908.2_277654_0.001,277654,277654,0.25600001215934753,0.001,1.0,7.28279,45.060001373291016,42.060001373291016,42 < L < 43,150113.19+232908.2,2149,54509,6,2149-54509-6,0.258,7.925299723865464e-05,4.647390596801415e-05,0.0004555314080789685,3.276195275248028e-05,0.0004501013900153339,4.385551801533438e-05,0.0007207448361441493,8.884483395377174e-05,0.0009761202381923795,0.00019816556596197188,0.001862383564002812,0.0006700060330331326,0.0027543031610548496,0.0007276489632204175,0.006015155930072069,0.00014143278531264514,0.009772133082151413,0.00022062245989218354
3226,150113.19+232908.2_313529_0.003,313529,313529,0.26420000195503235,0.003,7.0,7.66788,45.060001373291016,42.53712262801068,42 < L < 43,150113.19+232908.2,2149,54509,6,2149-54509-6,0.258,0.0002746733371168375,3.428081618039869e-05,0.001308454666286707,3.783195643336512e-05,0.001093161292374134,4.10799948440399e-05,0.0019109027925878763,7.378842565231025e-05,0.002762123942375183,0.000245025847107172,0.004493458662182093,0.0008261750917881727,0.008111349307000637,0.0008131584618240595,0.017897438257932663,0.0004097658966202289,0.0291635449975729,0.0006207547849044204
3227,150113.19+232908.2_323940_0.003,323940,323940,0.25699999928474426,0.003,1.0,7.29982,45.060001373291016,42.53712262801068,42 < L < 43,150113.19+232908.2,2149,54509,6,2149-54509-6,0.258,9.561477781971917e-05,3.294758789706975e-05,0.0009930101223289967,3.2967134757200256e-05,0.0007470535347238183,3.479159204289317e-05,0.0014431888703256845,7.613570051034912e-05,0.002327992580831051,0.00023924205743242055,0.004550903104245663,0.000666276435367763,0.008788393810391426,0.0007828167290426791,0.017649544402956963,0.000409199099522084,0.028870463371276855,0.0006159357144497335
3228,150113.19+232908.2_473476_0.001,473476,473476,0.26499998569488525,0.001,1.0,8.82973,45.060001373291016,42.060001373291016,42 < L < 43,150113.19+232908.2,2149,54509,6,2149-54509-6,0.258,8.507758320774883e-05,2.5462581106694415e-05,0.0004385138745419681,3.2146032026503235e-05,0.00033398318919353187,3.809733607340604e-05,0.0005442335386760533,6.137016316642985e-05,0.0006305593997240067,6.984388164710253e-05,0.0016984266694635153,0.0006695346673950553,0.0027170833200216293,0.0008450535824522376,0.006049707531929016,0.0001374336425215006,0.00973130390048027,0.00020900122763123363
3229,150114.04-014457.5_686279_0.0001,686279,686279,0.5958999991416931,0.0001,602.0,9.01063,46.00199890136719,42.00199890136719,42 < L < 43,150114.04-014457.5,922,52426,353,922-52426-353,0.6003000000000001,0.001257804105989635,2.4732320525799878e-05,0.0026080182287842035,6.259445217438042e-05,0.0038198018446564674,6.438068521674722e-05,0.0038747291546314955,7.668814214412123e-05,0.004326507914811373,0.00010948775889119133,0.0050050257705152035,0.0007547684363089502,nan,nan,0.004064068663865328,6.973985728109255e-05,0.003280612174421549,4.01804136345163e-05
3230,150114.04-014457.5_782136_0.0001,782136,782136,0.6039999723434448,0.0001,8.0,9.39808,46.00199890136719,42.00199890136719,42 < L < 43,150114.04-014457.5,922,52426,353,922-52426-353,0.6003000000000001,2.1616231606458314e-05,4.355173950898461e-05,0.0003349797334522009,3.6669000110123307e-05,0.0004183913697488606,4.17194351030048e-05,0.0004940819344483316,6.78636715747416e-05,0.000699108000844717,0.00016692264762241393,0.0001021681964630261,0.0006810490158386528,nan,nan,0.0006781675620004535,5.682112168869935e-05,0.0007932535372674465,6.486091297119856e-05
3231,150117.42+323823.9_782136_0.0003,782136,782136,0.6039999723434448,0.0003,19.0,9.39808,45.64799880981445,42.125120064534116,42 < L < 43,150117.42+323823.9,1648,53171,436,1648-53171-436,0.5987000000000001,1.706361217657104e-05,4.3552121496759355e-05,0.00034781364956870675,3.667720011435449e-05,0.00042527966434136033,4.1722065361682326e-05,0.0005070815095677972,6.787802703911439e-05,0.000700141885317862,0.00016742080333642662,nan,nan,nan,nan,0.0006961188046261668,5.688667079084553e-05,0.0008448529406450689,6.510772072942927e-05
3232,150118.32+155623.0_420968_0.001,420968,420968,0.33000001311302185,0.001,3.0,7.72386,45.448001861572266,42.448001861572266,42 < L < 43,150118.32+155623.0,2765,54535,394,2765-54535-394,0.3255,0.00037686736322939396,2.569400930951815e-05,0.0005788218695670366,3.156214370392263e-05,0.0007385975914075971,3.435215330682695e-05,0.0010704060550779104,6.404815940186381e-05,0.0010870234109461308,0.00013752907398156822,nan,nan,0.0007752833189442754,0.0007452315185219049,0.0013127861311659217,6.346924783429131e-05,0.0015126735670492053,6.802030839025974e-05
3233,150118.32+155623.0_420968_0.003,420968,420968,0.33000001311302185,0.003,1.0,7.72386,45.448001861572266,42.92512311629193,42 < L < 43,150118.32+155623.0,2765,54535,394,2765-54535-394,0.3255,0.0008937989477999508,2.97311125905253e-05,0.001043797004967928,3.30387192661874e-05,0.001344260759651661,3.5442230000626296e-05,0.0020535807125270367,6.858928827568889e-05,0.0018509132787585258,0.00019440893083810806,nan,nan,0.0015825722366571426,0.0007820880855433643,0.003196561010554433,9.607912215869874e-05,0.004273437894880772,0.00012568989768624306
3234,150132.09+271933.8_632869_0.0001,632869,632869,2.4231998920440674,0.0001,19.0,10.5789,46.875999450683594,42.875999450683594,42 < L < 43,150132.09+271933.8,2151,54523,258,2151-54523-258,2.4297000000000004,5.6508866691729054e-05,2.2056459783925675e-05,0.0005208502407185733,3.375979213160463e-05,0.0005829857545904815,3.7302434066077694e-05,0.000935648859012872,6.139485776657239e-05,0.0016466367524117231,0.00016332828090526164,nan,nan,0.006239535752683878,0.0009180077468045056,0.007105912081897259,9.701518138172105e-05,0.0088469497859478,0.0001249132037628442
3235,150148.85+014405.1_596558_0.003,596558,596558,0.4749999940395355,0.003,302.0,11.1496,45.33599853515625,42.81311978987591,42 < L < 43,150148.85+014405.1,539,52017,171,539-52017-171,0.4842000000000001,0.0007460786728188396,2.601182131911628e-05,0.010349972173571587,0.00011100882693426684,0.02082175761461258,0.0001257626572623849,0.03797932714223862,7.608625310240313e-05,nan,nan,0.11480732262134552,0.0006770993932150304,nan,nan,0.1611059010028839,0.0004334971308708191,0.13308805227279663,0.0004713584203273058
3236,150148.85+014405.1_891438_0.001,891438,891438,0.4821000099182129,0.001,48.0,11.2506,45.33599853515625,42.33599853515625,42 < L < 43,150148.85+014405.1,539,52017,171,539-52017-171,0.4842000000000001,0.0005712775164283812,3.461962842266075e-05,0.017220156267285347,0.00014331260172184557,0.036986980587244034,0.00017066256259568036,0.06408289819955826,8.982540748547763e-05,nan,nan,0.15819764137268066,0.000760704861022532,nan,nan,0.16690777242183685,0.0004622664419002831,0.1256689578294754,0.0007256418466567993
3237,150148.85+014405.1_891438_0.003,891438,891438,0.4821000099182129,0.003,31.0,11.2506,45.33599853515625,42.81311978987591,42 < L < 43,150148.85+014405.1,539,52017,171,539-52017-171,0.4842000000000001,0.0007211878546513617,3.5195476812077686e-05,0.01743965409696102,0.00014341736095957458,0.03717518597841263,0.00017070828471332788,0.06432963162660599,9.108622907660902e-05,nan,nan,0.15864704549312592,0.0007815812132321298,nan,nan,0.16751623153686523,0.00046376377576962113,0.1264755129814148,0.0007281491416506469
3238,150201.64+120659.5_357407_0.001,357407,357407,0.5033000111579895,0.001,18.0,8.2615,45.566001892089844,42.566001892089844,42 < L < 43,150201.64+120659.5,1716,53827,497,1716-53827-497,0.4958000000000001,0.00026391801657155156,3.4679655072977766e-05,0.0005937226815149188,3.409247801755555e-05,0.0006702363025397062,3.76848183805123e-05,0.000859197461977601,7.711112266406417e-05,0.0009406427852809429,0.00017283174383919686,0.00011753641592804343,0.0006947789224795997,0.0011170983780175447,0.0007451854762621224,0.0011758384061977267,6.236052286112681e-05,0.0011476455256342888,8.728596003493294e-05
3239,150205.45+294025.5_367255_0.0003,367255,367255,0.9679999947547913,0.0003,3.0,7.56866,46.51900100708008,42.99612226179974,42 < L < 43,150205.45+294025.5,1844,54138,187,1844-54138-187,0.9741000000000001,0.0001165823414339684,3.8073238101787865e-05,6.968058733036742e-05,3.78065014956519e-05,0.00021975167328491807,3.558500247891061e-05,0.0002672896080184728,6.903079338371754e-05,0.00041160371620208025,0.00016728461196180433,nan,nan,0.0004120600933674723,0.0008150501525960863,0.00025219249073415995,2.547825533838477e-05,0.00046203105011954904,4.594956772052683e-05
3240,150205.45+294025.5_580679_0.0001,580679,580679,0.972000002861023,0.0001,1.0,7.72995,46.51900100708008,42.51900100708008,42 < L < 43,150205.45+294025.5,1844,54138,187,1844-54138-187,0.9741000000000001,1.8416923921904527e-05,2.4199462131946348e-05,3.531110269250348e-05,2.7064594178227708e-05,0.00010836486762855202,3.064764678128995e-05,9.010929352371022e-05,7.477512554032728e-05,-5.489540853886865e-06,3.651474617072381e-05,nan,nan,-0.0005142472800798714,0.000846529786940664,6.444958853535354e-05,1.2988357411813922e-05,0.0001262207078980282,1.6109504940686747e-05
3241,150209.87+141556.7_465131_0.0001,465131,465131,1.1779999732971191,0.0001,2.0,10.6572,46.40299987792969,42.40299987792969,42 < L < 43,150209.87+141556.7,2751,54243,458,2751-54243-458,1.1767,1.8532387912273407e-05,2.0721157852676697e-05,0.00017207901692017913,2.3121092453948222e-05,0.0005716368323192,3.288331572548486e-05,0.001681900699622929,5.804979446111247e-05,nan,nan,0.007228288799524307,0.0006367067107930779,0.012281147763133049,0.0008076702360995114,0.017852969467639923,0.0001315983827225864,0.015893323346972466,0.00010868220124393702
3242,150209.87+141556.7_772013_0.0001,772013,772013,1.1820000410079956,0.0001,12.0,7.71863,46.40299987792969,42.40299987792969,42 < L < 43,150209.87+141556.7,2751,54243,458,2751-54243-458,1.1767,0.0001978903019335121,4.397887096274644e-05,0.0002853289188351482,3.5854263842338696e-05,0.0003708394942805171,4.7544959670631215e-05,0.0003154676523990929,8.016279025468975e-05,nan,nan,-0.0006343634449876845,0.000688025145791471,0.0007682872237637639,0.0009208857081830502,0.00037592125590890646,6.104108615545556e-05,0.0002751080028247088,5.492398122441955e-05
3243,150209.87+141556.7_916834_0.0003,916834,916834,1.1770000457763672,0.0003,1.0,10.2005,46.40299987792969,42.88012113264935,42 < L < 43,150209.87+141556.7,2751,54243,458,2751-54243-458,1.1767,1.5332148905145004e-05,3.1807863706490025e-05,0.0001292073429794982,2.1743424440501258e-05,0.00027826038422062993,3.797778481384739e-05,0.00091361760860309,6.750978354830295e-05,nan,nan,0.002964042592793703,0.0008023141417652369,0.004115296993404627,0.0010697217658162117,0.0063365246169269085,7.118800567695871e-05,0.00550774484872818,9.596972813596949e-05
3244,150213.46+113830.0_922124_0.001,922124,922124,0.39800000190734863,0.001,8.0,10.1193,45.4630012512207,42.4630012512207,42 < L < 43,150213.46+113830.0,1716,53827,532,1716-53827-532,0.39770000000000005,0.00017758412286639214,2.8727219614665955e-05,0.0002747275575529784,3.6576584534486756e-05,0.0003406615287531167,4.686097236117348e-05,0.0005310495616868138,7.403724157484248e-05,0.0010479376651346684,0.00013865491200704128,nan,nan,0.0020796852186322212,0.0010247211903333664,0.0049619730561971664,4.218889807816595e-05,0.00683680921792984,8.325726957991719e-05
3245,150224.45+271552.0_372631_0.0001,372631,372631,0.890999972820282,0.0001,8.0,8.71869,46.18899917602539,42.18899917602539,42 < L < 43,150224.45+271552.0,2151,54523,220,2151-54523-220,0.8925000000000001,0.0001025643214234151,3.886123886331916e-05,0.00012963548942934722,2.7801846954389475e-05,0.00038176498492248356,3.469083458185196e-05,0.0005095411324873567,6.602882785955444e-05,0.00071775505784899,0.00016471976414322853,0.0008827032870613039,0.00064712023595348,0.0005798997008241713,0.0007482368964701891,0.0008566222386434674,4.295162943890318e-05,0.0008822527015581727,4.1588595195207745e-05
3246,150224.45+271552.0_492981_0.0001,492981,492981,0.8970999717712402,0.0001,1490.0,10.3769,46.18899917602539,42.18899917602539,42 < L < 43,150224.45+271552.0,2151,54523,220,2151-54523-220,0.8925000000000001,0.0012184611987322569,2.7544396289158612e-05,0.0031232621986418962,6.748881423845887e-05,0.005939511116594076,7.107588317012414e-05,0.010180627927184105,7.247627945616841e-05,0.016797073185443878,0.00017420000222045928,0.019572554156184196,0.0006393678486347198,0.028214024379849434,0.0008435421623289585,0.03907506912946701,0.00013985252007842064,0.029378393664956093,0.00013381673488765955
3247,150224.45+271552.0_778393_0.0001,778393,778393,0.8899999856948853,0.0001,70.0,8.52801,46.18899917602539,42.18899917602539,42 < L < 43,150224.45+271552.0,2151,54523,220,2151-54523-220,0.8925000000000001,0.00029111182084307075,4.410147084854543e-05,0.00031011601095087826,3.117373489658348e-05,0.00047463655937463045,3.738433952094056e-05,0.0007684833835810423,7.358788570854813e-05,0.0005087806493975222,0.00016506122483406216,0.00022859883029013872,0.0007283657905645669,0.0008141831494867802,0.0008493009954690933,0.0007775539415888488,7.311655645025894e-05,0.0005647649522870779,6.726795254508033e-05
3248,150239.45+234410.0_580679_0.0003,580679,580679,0.972000002861023,0.0003,9.0,7.72995,46.40599822998047,42.88311948470013,42 < L < 43,150239.45+234410.0,2149,54509,12,2149-54509-12,0.9765000000000001,4.7640201955800876e-05,2.4217317331931554e-05,7.475889287889004e-05,2.7076905098510906e-05,0.00015029837959446013,3.0657458410132676e-05,0.0001304124016314745,7.479649502784014e-05,4.83369076391682e-05,4.305337279220112e-05,nan,nan,nan,nan,0.00012671956210397184,1.3494014638126828e-05,0.0002250569814350456,1.735284604365006e-05
3249,150243.93+281739.9_498642_0.0001,498642,498642,1.156999945640564,0.0001,78.0,9.84233,46.33700180053711,42.33700180053711,42 < L < 43,150243.93+281739.9,2151,54523,367,2151-54523-367,1.1639000000000002,0.0002742153883446008,2.19318153540371e-05,0.0006041430169716477,3.829031265922822e-05,0.0008786543621681631,3.7407036870718e-05,0.001850579516030848,6.924955232534558e-05,0.0029424349777400494,0.00012941015302203596,0.0028490505646914244,0.0005796003970317543,0.0054711573757231236,0.0007738693384453654,0.007232114672660828,9.353321365779266e-05,0.006274021230638027,8.196490671252832e-05
3250,150243.93+281739.9_677448_0.0001,677448,677448,1.1619999408721924,0.0001,97.0,9.53717,46.33700180053711,42.33700180053711,42 < L < 43,150243.93+281739.9,2151,54523,367,2151-54523-367,1.1639000000000002,0.0002296867751283571,3.0896055250195786e-05,0.000521441048476845,3.3920336136361584e-05,0.0007440162007696927,3.8649915950372815e-05,0.0014739098260179162,6.189987470861524e-05,0.001967447344213724,0.00011158923734910786,0.002552032470703125,0.0006445159087888896,0.003848014399409294,0.0007796402787789702,0.004958458244800568,7.201487460406497e-05,0.004002605564892292,8.13288424978964e-05
3251,150248.71+244037.1_376208_0.001,376208,376208,0.7057999968528748,0.001,23.0,9.75043,45.90299987792969,42.90299987792969,42 < L < 43,150248.71+244037.1,2149,54509,600,2149-54509-600,0.7074,0.001230930327437818,3.8656369724776596e-05,0.002937332494184375,6.696202035527676e-05,0.005690320394933224,8.430196612607688e-05,0.007496236823499203,7.554930198239163e-05,0.008792326785624027,0.000128164843772538,0.008960224688053131,0.0007109152502380311,nan,nan,0.011776426807045937,7.940075010992587e-05,0.00871109589934349,9.57633601501584e-05
3252,150249.22+142555.3_592463_0.0003,592463,592463,1.0199999809265137,0.0003,2.0,10.3092,46.2130012512207,42.690122505940366,42 < L < 43,150249.22+142555.3,2751,54243,530,2751-54243-530,1.0266000000000002,2.0535830117296427e-05,3.1262832635547966e-05,0.00018999085295945406,2.702819438127335e-05,0.00028218317311257124,2.91940123133827e-05,0.00040141187491826713,6.077243961044587e-05,nan,nan,0.00018864605226553977,0.0006955908029340208,0.0014773274306207895,0.0007929474813863635,0.001950623351149261,0.00021134938288014382,0.0023293402045965195,0.00020339677575975657
3253,150249.22+142555.3_883164_0.0001,883164,883164,1.0269999504089355,0.0001,1.0,10.5068,46.2130012512207,42.2130012512207,42 < L < 43,150249.22+142555.3,2751,54243,530,2751-54243-530,1.0266000000000002,3.733531411853619e-05,3.198597551090643e-05,0.00037222716491669416,3.221662336727604e-05,0.000823490263428539,3.89587803510949e-05,0.002188760554417968,7.249516056617722e-05,nan,nan,0.0068794493563473225,0.0006937198340892792,0.01233374048024416,0.0008808368584141135,0.019321922212839127,0.00017453516193199903,0.015733815729618073,0.00014085817383602262
3254,150309.15+325522.2_462668_0.0003,462668,462668,0.736299991607666,0.0003,51.0,10.85,45.72200012207031,42.199121376789975,42 < L < 43,150309.15+325522.2,1648,53171,459,1648-53171-459,0.7443000000000001,4.080240978510119e-05,2.4359134840779006e-05,0.0011576584074646235,4.092223389307037e-05,0.0039018657989799976,5.861755198566243e-05,0.008078805170953274,6.993057468207553e-05,0.015365161001682281,0.00017588659829925746,nan,nan,nan,nan,0.037509799003601074,0.00026351603446528316,0.023818684741854668,0.00015133529086597264
3255,150321.21+365641.4_452261_0.0003,452261,452261,0.7310000061988831,0.0003,3.0,9.09843,45.96900177001953,42.446123024739194,42 < L < 43,150321.21+365641.4,1352,52819,200,1352-52819-200,0.7321000000000001,0.0003048519720323384,2.6228779461234808e-05,0.0006459946744143963,3.318154631415382e-05,0.0012564469361677766,4.2662966734496877e-05,0.001546909217722714,6.120240141171962e-05,0.0020877846982330084,0.00011870203161379322,nan,nan,nan,nan,0.0024629966355860233,5.4826414270792156e-05,0.0016573359025642276,5.698849417967722e-05
3256,150321.21+365641.4_987307_0.0003,987307,987307,0.7419999837875366,0.0003,72.0,8.51039,45.96900177001953,42.446123024739194,42 < L < 43,150321.21+365641.4,1352,52819,200,1352-52819-200,0.7321000000000001,4.317644197726622e-05,4.5482574932975695e-05,0.0002851493190973997,3.1754811061546206e-05,0.0004610627656802535,4.126130079384893e-05,0.0007374564884230494,7.689471385674551e-05,0.0010358757572248578,0.0001705032045720145,nan,nan,nan,nan,0.0008344167727045715,6.884786125738174e-05,0.000737504567950964,5.5280968808801845e-05
3257,150324.54+162803.9_706979_0.0001,706979,706979,1.100000023841858,0.0001,85.0,10.1459,46.58300018310547,42.58300018310547,42 < L < 43,150324.54+162803.9,2779,54540,253,2779-54540-253,1.0925,0.00013260099512990564,3.495261262287386e-05,0.0004190435283817351,3.696009298437275e-05,0.0007341852760873735,3.888951687258668e-05,0.0018353683408349752,6.388047040672973e-05,nan,nan,0.0055673629976809025,0.0007292372756637633,0.008801312185823917,0.0009160422487184405,0.013469524681568146,0.0001248045009560883,0.01077994517982006,7.012437708908692e-05
3258,150329.61+124218.5_691993_0.0003,691993,691993,0.6398000121116638,0.0003,58.0,7.04933,45.70800018310547,42.18512143782513,42 < L < 43,150329.61+124218.5,2751,54243,94,2751-54243-94,0.6452000000000001,0.0003363482828717679,2.9454615287249908e-05,0.0005096531240269542,3.87182881240733e-05,0.000754440319724381,4.5409495214698836e-05,0.0006201645010150969,7.32874614186585e-05,nan,nan,0.000769436766859144,0.0006694858311675489,-8.53260571602732e-05,0.0008073640055954456,0.000622549734544009,2.1883126464672387e-05,0.0006542440969496965,2.970318564621266e-05
3259,150348.11+104251.4_777781_0.0003,777781,777781,1.315000057220459,0.0003,18.0,9.6628,46.50699996948242,42.984121224202084,42 < L < 43,150348.11+104251.4,1717,53883,401,1717-53883-401,1.3214000000000001,0.00022149297001305968,3.784101863857359e-05,0.0005220946040935814,3.503801053739153e-05,0.0006579435430467129,4.0304345020558685e-05,0.0012514492264017463,6.921418389538303e-05,0.0018237625481560826,0.00016624566342215985,0.00264790840446949,0.0007090442813932896,0.002797618042677641,0.0008243750198744237,0.006218040362000465,0.00010467218089615926,0.006747418083250523,0.0001255898823728785
