fit_index,object_id,COSMOS_ID0,ID_COSMOS,redshift,chimera_QSO_weight,resample_weight,log_stellar_mass_truth,logLbol_QSO,logLbol_chimera,luminosity_bin,dr7q_name,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_spectrum_id,dr7q_redshift,u_sdss,u_sdss_err,r_sdss,r_sdss_err,i_sdss,i_sdss_err,z_sdss,z_sdss_err,J_2mass,J_2mass_err,H_2mass,H_2mass_err,Ks_2mass,Ks_2mass_err,spitzer.irac.I1,spitzer.irac.I1_err,spitzer.irac.I2,spitzer.irac.I2_err
6898,140259.39+025945.4_298010_0.003,298010,298010,0.8364999890327454,0.003,1.0,11.3041,46.05799865722656,43.535119911946225,43 < L < 44,140259.39+025945.4,532,51993,338,532-51993-338,0.8394000000000001,0.0003696010389830917,1.5084197002579458e-05,0.0035518521908670664,6.69632718199864e-05,0.00995278637856245,8.737000462133437e-05,0.025344394147396088,8.384504326386377e-05,nan,nan,0.07049889117479324,0.0006840634159743786,0.10397019982337952,0.0008024207199923694,0.14395548403263092,0.0010583726689219475,0.10046014934778214,0.00035963207483291626
6899,140259.39+025945.4_664442_0.001,664442,664442,0.8460999727249146,0.001,25.0,8.49398,46.05799865722656,43.05799865722656,43 < L < 44,140259.39+025945.4,532,51993,338,532-51993-338,0.8394000000000001,0.00030938192503526807,2.7894478989765048e-05,0.00039738218765705824,3.692960672196932e-05,0.0006460371660068631,4.3654556066030636e-05,0.0008036261424422264,7.639099931111559e-05,nan,nan,0.00031010774546302855,0.0007212779601104558,0.00022106338292360306,0.0008608672651462257,0.001021890202537179,4.758821887662634e-05,0.0016429205425083637,6.705797568429261e-05
6900,140302.89+061331.3_941379_0.001,941379,941379,1.0859999656677246,0.001,1.0,10.8066,46.21699905395508,43.21699905395508,43 < L < 44,140302.89+061331.3,1808,54176,151,1808-54176-151,1.0850000000000002,0.00011419973452575505,2.981578654726036e-05,0.00023896762286312878,2.4538174329791218e-05,0.0004849871911574155,4.1512015741318464e-05,0.0010464038932695985,6.739165110047907e-05,0.004192868247628212,0.00022559250646736473,0.007181566674262285,0.0007467092364095151,nan,nan,0.016044357791543007,0.00013733949162997305,0.017413856461644173,0.00015197212633211166
6901,140323.39-000606.9_745608_0.0003,745608,745608,2.4530999660491943,0.0003,1.0,9.33476,47.40800094604492,43.885122200764584,43 < L < 44,140323.39-000606.9,302,51688,314,302-51688-314,2.4621000000000004,0.00013287423644214869,2.8712805942632258e-05,0.0003473999386187643,3.057470530620776e-05,0.00041637246613390744,3.508852023514919e-05,0.00045214506099000573,6.021107401465997e-05,0.0005144297610968351,0.00015521606837864965,6.702131940983236e-05,0.0007169095333665609,0.0005044704303145409,0.0009992255363613367,0.0007830479298718274,2.9906168492743745e-05,0.0007624587742611766,4.9118916649604216e-05
6902,140331.83+040455.1_620113_0.03,620113,620113,0.36239999532699585,0.03,177.0,10.5178,45.22200012207031,43.699121376789975,43 < L < 44,140331.83+040455.1,582,52045,269,582-52045-269,0.35450000000000004,0.0013441008049994707,5.019870513933711e-05,0.021663909777998924,0.00016493200382683426,0.03326529264450073,0.0001607410522410646,0.05474007874727249,0.00018807263404596597,0.08268217742443085,0.0021822769194841385,0.11005277186632156,0.002503231866285205,nan,nan,0.08677704632282257,0.0005452717305161059,0.07779987156391144,0.0007416470907628536
6903,140331.83+040455.1_684064_0.03,684064,684064,0.3619000017642975,0.03,1361.0,9.22725,45.22200012207031,43.699121376789975,43 < L < 44,140331.83+040455.1,582,52045,269,582-52045-269,0.35450000000000004,0.002519966335967183,5.8970363170374185e-05,0.00742265023291111,0.00010558053327258676,0.007983710616827011,9.495238919043913e-05,0.012592658400535583,0.00019006157526746392,0.018332164734601974,0.0021835071966052055,0.018860122188925743,0.0025187733117491007,nan,nan,0.019087743014097214,0.0004499800270423293,0.02070148102939129,0.000695594702847302
6904,140407.92-024611.2_241745_0.01,241745,241745,0.421999990940094,0.01,6.0,10.0895,45.30799865722656,43.30799865722656,43 < L < 44,140407.92-024611.2,915,52443,146,915-52443-146,0.41420000000000007,0.0012335703941062093,5.166172923054546e-05,0.002474600914865732,5.239312304183841e-05,0.004021109081804752,6.416241376427934e-05,0.006789965555071831,8.878655353328213e-05,nan,nan,0.01741701364517212,0.0011121965944766998,nan,nan,0.036163732409477234,0.0002668169036041945,0.029565496370196342,0.00037010584492236376
6905,140437.93-022137.4_695976_0.0001,695976,695976,2.9198999404907227,0.0001,672.0,9.95756,47.36199951171875,43.36199951171875,43 < L < 44,140437.93-022137.4,915,52443,111,915-52443-111,2.9265000000000003,5.328525003278628e-05,1.6007006706786342e-05,0.0002920071128755808,3.011418266396504e-05,0.0002935488591901958,3.7864989280933514e-05,0.0002819998189806938,6.92493049427867e-05,0.0002137071714969352,0.00015718769282102585,0.0006253074971027672,0.0007941238000057638,nan,nan,0.0012479904107749462,6.284171831794083e-05,0.001499607227742672,9.415674139745533e-05
6906,140505.61-030052.4_709582_0.001,709582,709582,1.2200000286102295,0.001,105.0,10.3577,46.52000045776367,43.52000045776367,43 < L < 44,140505.61-030052.4,915,52443,93,915-52443-93,1.2183000000000002,0.0005131234647706151,2.5611929231672548e-05,0.000891605915967375,3.6789126170333475e-05,0.0012134740827605128,3.906872007064521e-05,0.002279834821820259,6.13677766523324e-05,nan,nan,0.005852060858160257,0.0007316125556826591,0.009541246108710766,0.0008284179493784904,0.01704433001577854,9.16415810934268e-05,0.017771555110812187,7.244101288961247e-05
6907,140515.42+095931.3_687210_0.001,687210,687210,1.801800012588501,0.001,32.0,10.2392,46.71500015258789,43.71500015258789,43 < L < 44,140515.42+095931.3,1809,53792,395,1809-53792-395,1.8103000000000002,0.00036599900340661407,2.8003174520563334e-05,0.0008281568880192935,3.801525235758163e-05,0.0010987513232976198,4.207422534818761e-05,0.0016008587554097176,6.55201802146621e-05,0.003687435295432806,0.00016800229786895216,0.004865201655775309,0.0006835314561612904,0.006350683514028788,0.0007711465586908162,0.0092705599963665,0.00012375316873658448,0.010505934245884418,0.0001286260230699554
6908,140526.32-011042.1_691993_0.003,691993,691993,0.6398000121116638,0.003,119.0,7.04933,45.79100036621094,43.2681216209306,43 < L < 44,140526.32-011042.1,915,52443,568,915-52443-568,0.6370000000000001,0.0005186314228922129,3.179568375344388e-05,0.0007817341247573495,3.928713340428658e-05,0.0009846764151006937,4.576088394969702e-05,0.000919544487260282,7.513837044825777e-05,0.001372851780615747,0.00016899344336707145,0.00147978775203228,0.0006857757107354701,0.0010284119052812457,0.0008591471123509109,0.0019707977771759033,5.7922683481592685e-05,0.0024450819473713636,8.486610749969259e-05
6909,140530.67+134942.5_326770_0.003,326770,326770,0.531000018119812,0.003,6.0,7.01341,45.54399871826172,43.02111997298138,43 < L < 44,140530.67+134942.5,1704,53178,476,1704-53178-476,0.5339,0.00044198118848726153,4.0023816836765036e-05,0.0005456010112538934,3.2245403417618945e-05,0.0007139439112506807,3.952710176235996e-05,0.0004143040569033474,7.521450606873259e-05,0.0010356521233916283,0.00024033489171415567,nan,nan,0.0016466735396534204,0.0007347487262450159,0.0013963163364678621,6.976364966249093e-05,0.0017244750633835793,9.109066741075367e-05
6910,140530.67+134942.5_717776_0.003,717776,717776,0.5329999923706055,0.003,14.0,9.542,45.54399871826172,43.02111997298138,43 < L < 44,140530.67+134942.5,1704,53178,476,1704-53178-476,0.5339,0.00020292954286560416,3.706020652316511e-05,0.0005733108264394104,3.486081550363451e-05,0.0006600330234505236,3.762748383451253e-05,0.0005290918634273112,6.212980224518105e-05,0.0007697107503190637,0.00024352090258616954,nan,nan,0.0016743434825912118,0.0010186590952798724,0.0021180601324886084,8.958575199358165e-05,0.002120835706591606,9.946182399289683e-05
6911,140532.90+022957.3_378365_0.0003,378365,378365,2.811800003051758,0.0003,2.0,7.03128,47.237998962402344,43.715120217122006,43 < L < 44,140532.90+022957.3,532,51993,429,532-51993-429,2.8082000000000003,3.0782986868871376e-05,1.5587111192871816e-05,0.0003030025982297957,3.08895469061099e-05,0.0003902486932929605,3.630977153079584e-05,0.0001853428257163614,7.791459211148322e-05,0.00010629913595039397,0.00017150551138911396,0.0005738406907767057,0.0007197539089247584,-0.00044788987725041807,0.0008666364592500031,0.000268750503892079,2.556960862420965e-05,0.00031574349850416183,2.845637936843559e-05
6912,140532.90+022957.3_612315_0.0003,612315,612315,2.8176000118255615,0.0003,10.0,9.58617,47.237998962402344,43.715120217122006,43 < L < 44,140532.90+022957.3,532,51993,429,532-51993-429,2.8082000000000003,0.00014870936865918338,1.3473010767484084e-05,0.0009628157713450491,4.28620696766302e-05,0.0010642058914527297,4.450268534128554e-05,0.0011075150687247515,7.537932106060907e-05,0.001347648911178112,0.00016504815721418709,0.001375962165184319,0.000720029987860471,0.00020176713587716222,0.0008471131441183388,0.0016527189873158932,9.514497651252896e-05,0.0022430620156228542,8.184726175386459e-05
6913,140536.17+054834.4_241745_0.01,241745,241745,0.421999990940094,0.01,3.0,10.0895,45.52899932861328,43.52899932861328,43 < L < 44,140536.17+054834.4,1824,53491,206,1824-53491-206,0.4307,0.0012229508720338345,4.544206603895873e-05,0.0027932715602219105,5.77603314013686e-05,0.00424603559076786,6.685478729195893e-05,0.0070186397060751915,8.808387065073475e-05,nan,nan,0.016989385709166527,0.001077655702829361,0.026881596073508263,0.0015967495273798704,0.03798428922891617,0.0002850060409400612,0.031993210315704346,0.0004043983353767544
6914,140554.07-000036.9_587632_0.0001,587632,587632,3.5439999103546143,0.0001,2.0,10.2206,47.43899917602539,43.43899917602539,43 < L < 44,140554.07-000036.9,302,51688,438,302-51688-438,3.5500000000000003,9.180809001918533e-07,2.411564992144122e-06,0.0005299195181578398,3.708418080350384e-05,0.000579018029384315,4.572647230816074e-05,0.0007502879598177969,7.23225311958231e-05,0.0008096027304418385,0.00011188831558683887,0.00026448455173522234,0.0006766406586393714,nan,nan,0.002315606689080596,8.489013998769224e-05,0.0026788637042045593,9.11810711841099e-05
6915,140554.07-000036.9_834119_0.0003,834119,834119,3.552500009536743,0.0003,2.0,10.1181,47.43899917602539,43.91612043074505,43 < L < 44,140554.07-000036.9,302,51688,438,302-51688-438,3.5500000000000003,1.6349832776541007e-06,2.4696096261322964e-06,0.0005732511053793132,3.964421557611786e-05,0.0007462109788320959,4.871255805483088e-05,0.0009307669824920595,7.708225166425109e-05,0.0008594105020165443,0.00018548053049016744,0.001989618642255664,0.00075319386087358,nan,nan,0.0025223097763955593,6.539048627018929e-05,0.002926077228039503,0.00010576240310911089
6916,140609.11+062956.6_326770_0.003,326770,326770,0.531000018119812,0.003,14.0,7.01341,45.54600143432617,43.023122689045834,43 < L < 44,140609.11+062956.6,1824,53491,184,1824-53491-184,0.5336000000000001,0.00039136625127866864,4.001680281362496e-05,0.0005820501828566194,3.251457019359805e-05,0.0007419486646540463,3.962626215070486e-05,0.00044285019976086915,7.490418647648767e-05,nan,nan,0.0008782166987657547,0.000666774227283895,0.0015311366878449917,0.0007383967167697847,0.0024148731026798487,8.585257455706596e-05,0.0038694648537784815,0.00012538705777842551
6917,140609.58-030058.3_765815_0.001,765815,765815,1.8320000171661377,0.001,46.0,10.3964,46.74700164794922,43.74700164794922,43 < L < 44,140609.58-030058.3,915,52443,48,915-52443-48,1.8291000000000002,0.0007218334940262139,4.5886703446740285e-05,0.001208130270242691,4.56499656138476e-05,0.0014574916567653418,5.3886353271082044e-05,0.0018693192396312952,8.125144813675433e-05,0.003545234678313136,0.00019795964180957526,0.0039028776809573174,0.0006544786156155169,nan,nan,0.01086344663053751,9.943125041900203e-05,0.013742750510573387,0.00011218800500500947
6918,140628.70+091457.6_493515_0.0003,493515,493515,1.406000018119812,0.0003,55.0,9.2017,46.54100036621094,43.0181216209306,43 < L < 44,140628.70+091457.6,1809,53792,478,1809-53792-478,1.3978000000000002,0.0006551665719598532,3.370551348780282e-05,0.0008077065576799214,3.870241926051676e-05,0.0008440378005616367,3.765066503547132e-05,0.0013771015219390392,6.166088132886216e-05,0.001819814438931644,0.00017098138050641865,0.0013166572898626328,0.0006251690210774541,nan,nan,0.0016253669746220112,8.826365228742361e-05,0.002060417551547289,5.94022567383945e-05
6919,140640.88+092705.6_816466_0.001,816466,816466,1.4040000438690186,0.001,7.0,10.5435,46.50600051879883,43.50600051879883,43 < L < 44,140640.88+092705.6,1809,53792,486,1809-53792-486,1.3976000000000002,0.00011790894495788962,3.464466135483235e-05,0.00021505205950234085,2.7388003218220547e-05,0.0003481061430647969,3.714945705723949e-05,0.0007980683585628867,7.385281060123816e-05,nan,nan,0.003436183324083686,0.000654169823974371,nan,nan,0.015046368353068829,0.00010320428555132821,0.017630983144044876,0.00010848997044377029
6920,140655.20-011709.4_763682_0.001,763682,763682,0.9070000052452087,0.001,18.0,10.8411,46.525001525878906,43.525001525878906,43 < L < 44,140655.20-011709.4,916,52378,324,916-52378-324,0.9104000000000001,0.0002823520917445421,2.686160587472841e-05,0.0004810309037566185,2.8745775125571527e-05,0.000987989129498601,3.892986205755733e-05,0.0020717426668852568,7.143607217585668e-05,0.006558283232152462,0.00017469646991230547,0.009469415061175823,0.0007031250279396772,0.014884606003761292,0.0008269207901321352,0.02314433641731739,0.00019697874085977674,0.022994939237833023,0.00020771147683262825
6921,140701.82+134939.9_701602_0.001,701602,701602,0.8680999875068665,0.001,1.0,9.2595,46.2140007019043,43.2140007019043,43 < L < 44,140701.82+134939.9,1704,53178,492,1704-53178-492,0.8777000000000001,0.0017677551368251443,3.8654095988022164e-05,0.0026614414528012276,6.589831173187122e-05,0.003406299278140068,7.670999912079424e-05,0.006931868847459555,7.251311035361141e-05,0.006298963911831379,0.0001736736303428188,0.004192634020000696,0.0007247048197314143,nan,nan,0.005564702209085226,9.10931485123001e-05,0.004539694171398878,0.00014552635548170656
6922,140701.82+134939.9_724638_0.003,724638,724638,0.8740000128746033,0.003,2.0,7.12357,46.2140007019043,43.69112195662396,43 < L < 44,140701.82+134939.9,1704,53178,492,1704-53178-492,0.8777000000000001,0.00044468059786595404,4.079780410393141e-05,0.0007870413828641176,4.032519063912332e-05,0.0007768241339363158,3.9967177144717425e-05,0.001287484890781343,7.119014480849728e-05,0.0017870725132524967,0.0002288602845510468,0.0009046657360158861,0.0008139981073327363,nan,nan,0.0010858329478651285,7.299904245883226e-05,0.001778612844645977,8.773563604336232e-05
6923,140708.27+171131.2_548084_0.001,548084,548084,0.7882999777793884,0.001,188.0,10.622,46.1609992980957,43.1609992980957,43 < L < 44,140708.27+171131.2,2757,54509,20,2757-54509-20,0.7856000000000001,0.0015329514862969518,3.166359238093719e-05,0.004917679354548454,7.941617514006793e-05,0.010278964415192604,9.359265095554292e-05,0.017072459682822227,8.012643229449168e-05,0.027041306719183922,0.00013713116641156375,nan,nan,0.050953127443790436,0.0007390446844510734,0.0636453703045845,0.000392657209886238,0.04402797669172287,0.0002518123365007341
