status,action,row_index,chimera_id,cosmos_id,dr7q_spectrum_id,chimera_redshift,dr7q_redshift,chimera_qso_weight,spectrum_path,n_pixels,n_valid_pixels,wave_min,wave_max,galaxy_spectrum_path,qso_spectrum_path
success,created,0,092313.69+372656.7_401570_0.003,401570,1214-52731-305,0.361299991607666,0.36630000000000007,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/092313.69+372656.7_401570_0.003_spectrum.ecsv,1426,1426,5505.10595703125,9142.752441407545,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_53_12.173.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1214-52731-0305.fits
success,created,2,164957.16+285854.4_923464_1,923464,1342-52793-7,0.6859999895095825,0.6811,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/164957.16+285854.4_923464_1_spectrum.ecsv,1464,1464,5505.10595703125,9239.75634765625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_55_22.460.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1342-52793-0007.fits
success,created,4,085353.71+142920.2_644415_0.0003,644415,2433-53820-356,0.478300005197525,0.48340000000000005,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/085353.71+142920.2_644415_0.0003_spectrum.ecsv,1441,1441,5505.10595703125,9181.04345703256,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_59_21.050.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2433-53820-0356.fits
success,created,5,075217.31+271726.4_648095_0.01,648095,858-52316-503,0.6676999926567078,0.6638000000000001,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/075217.31+271726.4_648095_0.01_spectrum.ecsv,1459,1459,5505.10595703125,9226.99267578125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_45_10.050.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-858-52316-0503.fits
success,created,8,151044.77+194048.7_359582_0.0003,359582,2792-54556-625,0.6651999950408936,0.6632000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/151044.77+194048.7_359582_0.0003_spectrum.ecsv,1456,1456,5505.10595703125,9219.33447265625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_56_43.317.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2792-54556-0625.fits
success,created,13,143730.46+075127.9_416386_1,416386,1813-53903-302,0.2653000056743622,0.257,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/143730.46+075127.9_416386_1_spectrum.ecsv,1465,1465,5505.10595703125,9242.309082032582,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_57_56.177.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1813-53903-0302.fits
success,created,15,083406.99+303749.4_435667_0.03,435667,1208-52672-109,0.7272999882698059,0.7322000000000001,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/083406.99+303749.4_435667_0.03_spectrum.ecsv,1438,1438,5505.10595703125,9173.38525390625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_57_49.697.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1208-52672-0109.fits
success,created,16,023240.83-092113.5_652370_1,652370,455-51909-281,0.7279000282287598,0.7371000000000001,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/023240.83-092113.5_652370_1_spectrum.ecsv,1425,1425,5505.10595703125,9140.19970703125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T13_01_34.810.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-455-51909-0281.fits
success,created,23,075515.06+185856.8_601996_0.03,601996,1920-53314-530,0.4627000093460083,0.47200000000000003,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/075515.06+185856.8_601996_0.03_spectrum.ecsv,1425,1425,5505.10595703125,9140.19970703125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_51_27.200.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1920-53314-0530.fits
success,created,24,143747.87+283019.4_617393_0.03,617393,2137-54206-441,0.24799999594688416,0.24940000000000004,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/143747.87+283019.4_617393_0.03_spectrum.ecsv,1446,1446,5505.10595703125,9193.807128907563,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_49_19.227.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2137-54206-0441.fits
success,created,30,080337.41+364404.5_651345_0.03,651345,758-52253-232,0.36809998750686646,0.3657,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080337.41+364404.5_651345_0.03_spectrum.ecsv,1449,1449,5505.10595703125,9201.46533203125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_53_09.467.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-758-52253-0232.fits
success,created,31,152337.07+154801.5_669714_0.3,669714,2767-54243-449,0.7519000172615051,0.7534000000000001,0.3,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/152337.07+154801.5_669714_0.3_spectrum.ecsv,1451,1451,5505.10595703125,9206.57080078125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_58_17.847.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2767-54243-0449.fits
success,created,32,135915.86+120109.1_923098_0.003,923098,1703-53799-341,0.35499998927116394,0.36180000000000007,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/135915.86+120109.1_923098_0.003_spectrum.ecsv,1436,1436,5505.10595703125,9168.279785157556,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_56_47.940.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1703-53799-0341.fits
success,created,33,080320.08+252602.4_915587_0.003,915587,1205-52670-182,0.47099998593330383,0.4771000000000001,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080320.08+252602.4_915587_0.003_spectrum.ecsv,1427,1427,5505.10595703125,9145.30517578125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_55_36.760.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1205-52670-0182.fits
success,created,40,080409.24+385348.8_432099_0.0003,432099,544-52201-33,0.218299999833107,0.21140000000000003,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080409.24+385348.8_432099_0.0003_spectrum.ecsv,1474,1474,5505.105957031251,9265.28369140625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_47_46.427.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-544-52201-0033.fits
success,created,48,075853.87+484043.0_585406_0.1,585406,1779-53089-157,0.7487999796867371,0.7455,0.1,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/075853.87+484043.0_585406_0.1_spectrum.ecsv,1450,1450,5505.10595703125,9204.01806640625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_57_17.243.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1779-53089-0157.fits
success,created,52,084537.01+102648.1_579089_0.01,579089,2574-54084-288,0.3578000068664551,0.36650000000000005,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084537.01+102648.1_579089_0.01_spectrum.ecsv,1418,1418,5505.10595703125,9122.33056640625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_47_58.353.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2574-54084-0288.fits
success,created,56,171528.14+542509.0_472071_0.01,472071,367-51997-295,0.2551000118255615,0.25050000000000006,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/171528.14+542509.0_472071_0.01_spectrum.ecsv,1456,1456,5505.10595703125,9219.334472657574,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_48_23.500.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-367-51997-0295.fits
success,created,57,150534.83+070200.6_449064_0.03,449064,1816-53919-256,0.6901000142097473,0.6895000000000001,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/150534.83+070200.6_449064_0.03_spectrum.ecsv,1447,1447,5505.10595703125,9196.359863282565,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_49_49.187.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1816-53919-0256.fits
success,created,62,151046.20+011819.0_493669_0.0003,493669,540-51996-151,0.3725999891757965,0.37420000000000003,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/151046.20+011819.0_493669_0.0003_spectrum.ecsv,1444,1444,5505.10595703125,9188.701660157563,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_51_10.090.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-540-51996-0151.fits
success,created,65,151306.60+142451.3_948001_0.0003,948001,2766-54242-220,0.33340001106262207,0.3305,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/151306.60+142451.3_948001_0.0003_spectrum.ecsv,1447,1447,5505.10595703125,9196.35986328125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_54_03.367.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2766-54242-0220.fits
success,created,66,032717.23+010140.6_936518_0.0001,936518,1064-52577-537,0.5026000142097473,0.5009,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/032717.23+010140.6_936518_0.0001_spectrum.ecsv,1450,1450,5505.10595703125,9204.018066407567,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_56_08.617.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1064-52577-0537.fits
success,created,70,084102.02+320101.4_810483_1,810483,2960-54561-195,0.796999990940094,0.7958000000000001,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084102.02+320101.4_810483_1_spectrum.ecsv,1443,1443,5505.10595703125,9186.14892578125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_45_53.293.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2960-54561-0195.fits
success,created,71,141050.17+035343.8_774870_1,774870,582-52045-22,0.3580000102519989,0.36760000000000004,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/141050.17+035343.8_774870_1_spectrum.ecsv,1429,1429,5505.10595703125,9150.410644532549,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_55_37.173.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-582-52045-0022.fits
success,created,73,081835.59+390911.1_772339_0.0001,772339,893-52589-404,0.18780000507831573,0.18680000000000002,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/081835.59+390911.1_772339_0.0001_spectrum.ecsv,1459,1459,5505.10595703125,9226.99267578125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T13_00_31.260.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-893-52589-0404.fits
success,created,80,015450.35+132312.5_784157_0.001,784157,430-51877-149,0.560699999332428,0.5661,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/015450.35+132312.5_784157_0.001_spectrum.ecsv,1436,1436,5505.10595703125,9168.27978515625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_52_10.977.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-430-51877-0149.fits
success,created,92,160026.42+340935.2_779468_0.01,779468,1418-53142-477,0.6887000203132629,0.6876000000000001,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/160026.42+340935.2_779468_0.01_spectrum.ecsv,1450,1450,5505.10595703125,9204.01806640625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_54_38.203.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1418-53142-0477.fits
success,created,93,082733.93+043617.3_778362_0.3,778362,1185-52642-525,0.21950000524520874,0.22100000000000003,0.3,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082733.93+043617.3_778362_0.3_spectrum.ecsv,1445,1445,5505.10595703125,9191.25439453125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T13_01_54.617.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1185-52642-0525.fits
success,created,95,094734.26+475533.8_793663_0.1,793663,1005-52703-222,1.5247999429702759,1.5231000000000001,0.1,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/094734.26+475533.8_793663_0.1_spectrum.ecsv,1444,1444,5505.10595703125,9188.701660157563,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_57_22.963.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1005-52703-0222.fits
