status,action,row_index,chimera_id,cosmos_id,dr7q_spectrum_id,chimera_redshift,dr7q_redshift,chimera_qso_weight,spectrum_path,n_pixels,n_valid_pixels,wave_min,wave_max,galaxy_spectrum_path,qso_spectrum_path
success,created,96,082746.63+224758.4_793801_0.0001,793801,1929-53349-357,0.7275000214576721,0.7350000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082746.63+224758.4_793801_0.0001_spectrum.ecsv,1439,1439,5505.10595703125,9175.93798828125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_56_29.270.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1929-53349-0357.fits
success,created,98,080529.75+433644.5_803376_0.0001,803376,437-51869-609,0.925000011920929,0.9234000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080529.75+433644.5_803376_0.0001_spectrum.ecsv,1457,1457,5505.10595703125,9221.88720703125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_55_33.203.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-437-51869-0609.fits
success,created,99,083323.59+220500.8_789138_0.0001,789138,1929-53349-168,0.8985000252723694,0.8955000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/083323.59+220500.8_789138_0.0001_spectrum.ecsv,1448,1448,5505.10595703125,9198.91259765625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_52_49.333.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1929-53349-0168.fits
success,created,106,084101.69+425806.4_932558_0.01,932558,896-52592-389,0.8827000260353088,0.8903000000000001,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084101.69+425806.4_932558_0.01_spectrum.ecsv,1439,1439,5505.10595703125,9175.93798828125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_57_00.833.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-896-52592-0389.fits
success,created,108,082059.54+223003.7_969270_0.0003,969270,1927-53321-362,0.8151000142097473,0.8115000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082059.54+223003.7_969270_0.0003_spectrum.ecsv,1460,1460,5505.10595703125,9229.54541015625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_54_39.447.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1927-53321-0362.fits
success,created,109,165638.97+265120.1_992443_0.3,992443,1692-53473-452,0.6977999806404114,0.7066000000000001,0.3,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/165638.97+265120.1_992443_0.3_spectrum.ecsv,1435,1435,5505.10595703125,9165.727050782554,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_50_45.003.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1692-53473-0452.fits
success,created,110,030313.02-001457.4_972686_0.003,972686,411-51817-198,0.7026000022888184,0.6999000000000001,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/030313.02-001457.4_972686_0.003_spectrum.ecsv,1450,1450,5505.10595703125,9204.01806640625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_52_07.323.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-411-51817-0198.fits
success,created,111,082339.93+515604.3_980692_0.001,980692,442-51882-405,0.7263000011444092,0.7214,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082339.93+515604.3_980692_0.001_spectrum.ecsv,1472,1472,5505.10595703125,9260.17822265625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_50_48.877.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-442-51882-0405.fits
success,created,112,075923.46+201042.8_988031_0.1,988031,1922-53315-332,0.6930000185966492,0.6903000000000001,0.1,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/075923.46+201042.8_988031_0.1_spectrum.ecsv,1460,1460,5505.10595703125,9229.54541015625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_56_51.077.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1922-53315-0332.fits
success,created,113,144303.36+260329.8_990296_0.1,990296,2142-54208-292,0.26010000705718994,0.25680000000000003,0.1,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/144303.36+260329.8_990296_0.1_spectrum.ecsv,1451,1451,5505.10595703125,9206.57080078125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_55_53.607.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2142-54208-0292.fits
success,created,117,154107.47-003716.0_966468_0.01,966468,315-51663-146,0.7601000070571899,0.7552000000000001,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/154107.47-003716.0_966468_0.01_spectrum.ecsv,1455,1455,5505.10595703125,9216.78173828125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_48_33.833.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-315-51663-0146.fits
success,created,120,160952.64-002101.0_950424_0.01,950424,345-51690-163,0.921999990940094,0.9256000000000001,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/160952.64-002101.0_950424_0.01_spectrum.ecsv,1438,1438,5505.10595703125,9173.38525390625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_47_56.497.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-345-51690-0163.fits
success,created,121,085845.32+354507.8_960283_0.03,960283,1211-52964-405,0.6814000010490417,0.6721,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/085845.32+354507.8_960283_0.03_spectrum.ecsv,1480,1480,5505.10595703125,9280.600097657596,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_52_01.973.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1211-52964-0405.fits
success,created,122,081822.14+233206.8_962165_1,962165,1585-52962-4,0.25060001015663147,0.24370000000000003,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/081822.14+233206.8_962165_1_spectrum.ecsv,1467,1467,5505.10595703125,9247.414550782583,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_59_39.883.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1585-52962-0004.fits
success,created,123,160538.06+302143.4_956908_1,956908,1578-53496-613,0.7659000158309937,0.7666000000000001,1.0,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/160538.06+302143.4_956908_1_spectrum.ecsv,1452,1452,5505.10595703125,9209.12353515625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_52_16.313.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1578-53496-0613.fits
success,created,124,081747.77+090037.9_954450_0.001,954450,2571-54055-412,0.5375000238418579,0.5362,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/081747.77+090037.9_954450_0.001_spectrum.ecsv,1455,1455,5505.10595703125,9216.78173828125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T13_00_35.877.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2571-54055-0412.fits
success,created,127,163134.80+325019.8_574912_0.001,574912,1058-52520-134,0.6804999709129333,0.6899000000000001,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/163134.80+325019.8_574912_0.001_spectrum.ecsv,1428,1428,5505.10595703125,9147.85791015625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_58_26.673.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1058-52520-0134.fits
success,created,129,151130.64+251321.9_549009_0.0003,549009,2155-53820-401,0.3513000011444092,0.35340000000000005,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/151130.64+251321.9_549009_0.0003_spectrum.ecsv,1448,1448,5505.10595703125,9198.912597657567,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_45_56.953.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2155-53820-0401.fits
success,created,132,160837.13+285348.0_555483_0.01,555483,1577-53495-371,0.9294000267982483,0.9276000000000001,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/160837.13+285348.0_555483_0.01_spectrum.ecsv,1457,1457,5505.10595703125,9221.88720703125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_49_20.863.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1577-53495-0371.fits
success,created,142,090847.87+273240.9_564338_0.01,564338,1935-53387-484,0.6736000180244446,0.6701,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/090847.87+273240.9_564338_0.01_spectrum.ecsv,1458,1458,5505.10595703125,9224.439941407574,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_53_57.813.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1935-53387-0484.fits
success,created,149,084419.88+171845.5_563817_0.003,563817,2278-53711-636,0.8967999815940857,0.8888000000000001,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084419.88+171845.5_563817_0.003_spectrum.ecsv,1468,1468,5505.10595703125,9249.96728515625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_50_24.043.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2278-53711-0636.fits
success,created,150,080538.62+412439.0_564338_0.03,564338,545-52202-408,0.6736000180244446,0.6763000000000001,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080538.62+412439.0_564338_0.03_spectrum.ecsv,1448,1448,5505.10595703125,9198.912597657567,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_53_57.813.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-545-52202-0408.fits
success,created,151,134512.44-023146.1_561543_0.01,561543,913-52433-182,0.5192000269889832,0.5279,0.01,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/134512.44-023146.1_561543_0.01_spectrum.ecsv,1425,1425,5505.10595703125,9140.19970703125,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_50_13.197.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-913-52433-0182.fits
success,created,154,105005.63+645655.5_532692_0.001,532692,489-51930-28,0.3711000084877014,0.37390000000000007,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/105005.63+645655.5_532692_0.001_spectrum.ecsv,1444,1444,5505.10595703125,9188.701660157563,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_51_23.230.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-489-51930-0028.fits
success,created,155,151109.21+022218.7_522742_0.003,522742,540-51996-539,0.6338000297546387,0.6316,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/151109.21+022218.7_522742_0.003_spectrum.ecsv,1455,1455,5505.10595703125,9216.781738282572,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_56_11.733.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-540-51996-0539.fits
success,created,156,024126.71-004526.2_523458_0.1,523458,408-51821-92,0.7350999712944031,0.7254,0.1,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/024126.71-004526.2_523458_0.1_spectrum.ecsv,1472,1472,5505.10595703125,9260.17822265625,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_54_03.127.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-408-51821-0092.fits
