status,chimera_id,row_index,cosmos_id,dr7q_spectrum_id,chimera_redshift,dr7q_redshift,chimera_qso_weight,source_spectrum_path,reason
rejected,081625.05+231323.2_754336_0.0003,8028,754336,1585-52962-88,0.5526999831199646,0.5515000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/081625.05+231323.2_754336_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 0.190225 is outside allowed range
rejected,082815.67+440611.2_804317_0.03,8473,804317,548-51986-74,0.3319999873638153,0.338,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082815.67+440611.2_804317_0.03_spectrum.ecsv,ValueError: median spectrum/photometry scale 0.132777 is outside allowed range
rejected,085700.04+353433.5_804317_0.0003,8488,804317,1211-52964-380,0.3319999873638153,0.3284,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/085700.04+353433.5_804317_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 0.0506429 is outside allowed range
rejected,150231.12+400613.2_804317_0.0001,8494,804317,1398-53146-508,0.3319999873638153,0.34130000000000005,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/150231.12+400613.2_804317_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 0.0662955 is outside allowed range
rejected,090317.77+312604.0_804317_0.03,8495,804317,1591-52976-295,0.3319999873638153,0.33940000000000003,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/090317.77+312604.0_804317_0.03_spectrum.ecsv,ValueError: median spectrum/photometry scale 0.142566 is outside allowed range
rejected,135457.26-003406.4_809638_0.0001,8523,809638,301-51942-271,0.9290000200271606,0.9342000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/135457.26-003406.4_809638_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.24406 is outside allowed range
rejected,074242.18+374402.0_810483_0.0003,8524,810483,433-51873-228,0.796999990940094,0.8057000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/074242.18+374402.0_810483_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 10.6936 is outside allowed range
rejected,161709.25+335443.7_810483_0.0003,8525,810483,1683-53436-69,0.796999990940094,0.7946000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/161709.25+335443.7_810483_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 10.8766 is outside allowed range
rejected,085317.82+281349.9_809638_0.0001,8526,809638,1934-53357-320,0.9290000200271606,0.9200000000000002,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/085317.82+281349.9_809638_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.54902 is outside allowed range
rejected,084949.97+095033.7_836526_0.0001,8783,836526,1760-53086-408,2.795599937438965,2.8055000000000003,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084949.97+095033.7_836526_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 6.65232 is outside allowed range
rejected,101725.88+611627.5_836526_0.0003,8805,836526,771-52370-155,2.795599937438965,2.8052,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/101725.88+611627.5_836526_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.79776 is outside allowed range
rejected,154621.59+020102.9_836526_0.0003,8808,836526,2955-54562-620,2.795599937438965,2.8017000000000003,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/154621.59+020102.9_836526_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.30578 is outside allowed range
rejected,154621.59+020102.9_836526_0.0001,8842,836526,2955-54562-620,2.795599937438965,2.8017000000000003,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/154621.59+020102.9_836526_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 6.40176 is outside allowed range
rejected,142903.03-014519.3_840398_0.0003,8856,840398,918-52404-509,3.393199920654297,3.3991000000000002,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/142903.03-014519.3_840398_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 6650.03 is outside allowed range
rejected,152137.53+272825.1_836526_0.0003,8862,836526,1846-54173-130,2.795599937438965,2.7904000000000004,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/152137.53+272825.1_836526_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.28498 is outside allowed range
rejected,084604.13+195730.4_851764_0.3,8872,851764,2280-53680-254,0.8899999856948853,0.8865000000000001,0.3,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084604.13+195730.4_851764_0.3_spectrum.ecsv,ValueError: median spectrum/photometry scale 38.4866 is outside allowed range
rejected,082054.81+100609.4_455224_0.3,9538,455224,2423-54149-216,0.9574000239372253,0.9556000000000001,0.3,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082054.81+100609.4_455224_0.3_spectrum.ecsv,ValueError: median spectrum/photometry scale 0.189156 is outside allowed range
rejected,152137.53+272825.1_836526_0.0001,17651,836526,1846-54173-130,2.795599937438965,2.7904000000000004,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/152137.53+272825.1_836526_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 6.38794 is outside allowed range
rejected,102649.60+582101.7_836526_0.0003,17654,836526,559-52316-1,2.795599937438965,2.7946000000000004,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/102649.60+582101.7_836526_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.86944 is outside allowed range
rejected,152856.27+150452.4_840398_0.003,17660,840398,2767-54243-622,3.393199920654297,3.3887000000000005,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/152856.27+150452.4_840398_0.003_spectrum.ecsv,ValueError: median spectrum/photometry scale 3464.94 is outside allowed range
rejected,155458.93+150101.7_836526_0.0001,17666,836526,2521-54538-232,2.795599937438965,2.8043000000000005,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/155458.93+150101.7_836526_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 6.32254 is outside allowed range
rejected,151321.78+073350.3_836526_0.0001,17678,836526,1817-53851-509,2.795599937438965,2.8023000000000002,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/151321.78+073350.3_836526_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 6.23681 is outside allowed range
rejected,083858.68+172307.5_840398_0.003,17710,840398,2278-53711-473,3.393199920654297,3.3935000000000004,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/083858.68+172307.5_840398_0.003_spectrum.ecsv,ValueError: median spectrum/photometry scale 4983.05 is outside allowed range
rejected,162816.24+251340.7_840398_0.001,17720,840398,1573-53226-482,3.393199920654297,3.3860000000000006,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/162816.24+251340.7_840398_0.001_spectrum.ecsv,ValueError: median spectrum/photometry scale 6000.61 is outside allowed range
rejected,152806.63+132345.8_838153_0.0001,17873,838153,2768-54265-310,0.6669999957084656,0.6755000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/152806.63+132345.8_838153_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.32077 is outside allowed range
rejected,145919.96+073634.7_836526_0.0003,17877,836526,1815-53884-228,2.795599937438965,2.7895000000000003,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/145919.96+073634.7_836526_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.826 is outside allowed range
rejected,170207.03+221357.7_820123_0.03,17902,820123,1415-52885-640,1.1759999990463257,1.1801000000000001,0.03,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/170207.03+221357.7_820123_0.03_spectrum.ecsv,ValueError: median spectrum/photometry scale 7.3916 is outside allowed range
rejected,080635.63+524314.7_810483_0.0001,17913,810483,1870-53383-40,0.796999990940094,0.7962000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080635.63+524314.7_810483_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 10.938 is outside allowed range
rejected,084209.16+311855.7_810483_0.0001,17914,810483,1209-52674-46,0.796999990940094,0.8067000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084209.16+311855.7_810483_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 11.0766 is outside allowed range
rejected,155012.44+350825.3_810798_0.0003,17917,810798,1417-53141-267,0.3700000047683716,0.37070000000000003,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/155012.44+350825.3_810798_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 15.7259 is outside allowed range
rejected,085231.90+313615.8_810483_0.0003,17918,810483,1270-52991-585,0.796999990940094,0.7986000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/085231.90+313615.8_810483_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 11.1359 is outside allowed range
rejected,143011.19+070700.9_809638_0.0001,17919,809638,1812-53795-212,0.9290000200271606,0.937,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/143011.19+070700.9_809638_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.62145 is outside allowed range
rejected,082954.04+052403.3_809638_0.0003,17920,809638,1186-52646-338,0.9290000200271606,0.9292000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/082954.04+052403.3_809638_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.47518 is outside allowed range
rejected,011529.24+321114.9_810483_0.0001,17921,810483,2061-53711-352,0.796999990940094,0.7914000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/011529.24+321114.9_810483_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 11.1463 is outside allowed range
rejected,143357.18+052950.8_809638_0.0003,17922,809638,1828-53504-260,0.9290000200271606,0.9291000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/143357.18+052950.8_809638_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.46237 is outside allowed range
rejected,100542.28+682407.9_809638_0.0003,17923,809638,1879-54478-61,0.9290000200271606,0.9262000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/100542.28+682407.9_809638_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.40343 is outside allowed range
rejected,154916.07+412707.2_809638_0.0003,17924,809638,1053-52468-106,0.9290000200271606,0.9366000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/154916.07+412707.2_809638_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.44941 is outside allowed range
rejected,080612.58+175258.3_810798_0.001,17926,810798,1923-53319-105,0.3700000047683716,0.37400000000000005,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/080612.58+175258.3_810798_0.001_spectrum.ecsv,ValueError: median spectrum/photometry scale 12.3313 is outside allowed range
rejected,084923.57+370338.9_810483_0.0001,17928,810483,935-52643-342,0.796999990940094,0.8001000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/084923.57+370338.9_810483_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 11.1234 is outside allowed range
rejected,162632.59+132240.1_809638_0.0003,17929,809638,2202-53566-43,0.9290000200271606,0.9288000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/162632.59+132240.1_809638_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 5.44511 is outside allowed range
rejected,072638.22+390502.6_810483_0.0003,17930,810483,1733-53047-435,0.796999990940094,0.8067000000000001,0.0003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/072638.22+390502.6_810483_0.0003_spectrum.ecsv,ValueError: median spectrum/photometry scale 10.763 is outside allowed range
rejected,083044.02+142423.6_810798_0.003,17931,810798,2425-54139-452,0.3700000047683716,0.36460000000000004,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/083044.02+142423.6_810798_0.003_spectrum.ecsv,ValueError: median spectrum/photometry scale 9.29401 is outside allowed range
rejected,074102.60+374508.3_810483_0.001,17934,810483,431-51877-639,0.796999990940094,0.8034000000000001,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/074102.60+374508.3_810483_0.001_spectrum.ecsv,ValueError: median spectrum/photometry scale 10.5895 is outside allowed range
rejected,090025.97+465003.0_810798_0.001,17940,810798,764-52238-1,0.3700000047683716,0.37720000000000004,0.001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/090025.97+465003.0_810798_0.001_spectrum.ecsv,ValueError: median spectrum/photometry scale 12.9581 is outside allowed range
rejected,143525.94+141426.5_810483_0.0001,17944,810483,2747-54233-12,0.796999990940094,0.8063000000000001,0.0001,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/143525.94+141426.5_810483_0.0001_spectrum.ecsv,ValueError: median spectrum/photometry scale 11.2135 is outside allowed range
rejected,150209.87+141556.7_820123_0.003,18245,820123,2751-54243-458,1.1759999990463257,1.1767,0.003,/home/nicho/GRAHSP_my/My-AGN-research-repository/spectra_workflow/outputs/all_chimera_spectra/spectra/150209.87+141556.7_820123_0.003_spectrum.ecsv,ValueError: median spectrum/photometry scale 27.4684 is outside allowed range
