status,row_index,chimera_id,cosmos_id,dr7q_spectrum_id,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_requested_key,dr7q_matched_key,qso_key_was_remapped,qso_match_source,qso_missing_reason,qso_coordinate_sep_arcsec,qso_ra_deg,qso_dec_deg,qso_catalog_name,qso_catalog_oname,qso_catalog_ra_deg,qso_catalog_dec_deg,qso_catalog_plate,qso_catalog_smjd,qso_catalog_rmjd,qso_catalog_fiber,chimera_redshift,galaxy_spectroscopic_redshift,dr7q_redshift,chimera_qso_weight,galaxy_ra_deg,galaxy_dec_deg,galaxy_match_source,n_explicit_galaxy_paths,n_header_galaxy_paths,n_coordinate_galaxy_paths,n_combined_galaxy_paths,coordinate_sep_arcsec,coordinate_zcosmos_object,galaxy_spectrum_path,dr7q_spectrum_path
missing_both,3103,151314.91+342111.4_483080_0.3,483080,1386-53116-364,1386,53116,364,1386-53116-364,1386-53116-364,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,228.31212999999997,34.353179999999995,151314.91+342111.4,FBQS J151314.9+342111,228.312127,34.353176,1386,53116,52758,364,1.2239999771118164,1.2239999771118164,1.2212,0.3,150.41082491214797,2.034010312111269,none,0,0,0,0,7.269089418905679,,,
missing_both,3108,160916.57+500643.5_458865_0.0001,458865,623-52051-310,623,52051,310,623-52051-310,623-52051-310,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,242.31907999999996,50.112089999999995,160916.57+500643.5,SDSS J160916.58+500643.4,242.319078,50.112093,623,52051,52015,310,1.8112000226974487,1.8112000226974487,1.8046000000000002,0.0001,150.4205123683971,1.9960071348456139,none,0,0,0,0,17.275286763631403,,,
missing_dr7q,3116,140320.70+101109.1_460318_1,460318,1703-53799-128,1703,53799,128,1703-53799-128,1703-53799-128,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,210.83625999999998,10.185859999999998,140320.70+101109.1,,210.836255,10.185862,1703,53799,52754,128,0.5659000277519226,0.5659000277519226,0.5722,1.0,150.72936733934665,1.995217548536535,explicit_zcosmos_match,1,0,0,1,nan,,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_55_43.213.fits,
missing_dr7q,3118,154603.66+290805.7_451003_0.1,451003,1390-53142-309,1390,53142,309,1390-53142-309,1390-53142-309,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,236.51526999999996,29.134929999999997,154603.66+290805.7,SDSS J154603.66+290805.7,236.515269,29.134933,1390,53142,52760,309,0.5705000162124634,0.5705000162124634,0.5709000000000001,0.1,150.0513548871771,1.979889184486269,explicit_zcosmos_match,1,0,0,1,nan,,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_49_29.400.fits,
missing_dr7q,3119,164730.88+360101.6_455957_0.003,455957,819-52409-293,819,52409,293,819-52409-293,819-52409-293,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,251.87868999999998,36.017109999999995,164730.88+360101.6,SDSS J164730.89+360101.6,251.878687,36.017114,819,52409,52047,293,0.8389999866485596,0.8389999866485596,0.8465000000000001,0.003,149.7663561534683,1.987611502639437,explicit_zcosmos_match,1,0,0,1,nan,,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_59_50.290.fits,
missing_dr7q,3123,171421.80+283750.8_451003_0.01,451003,977-52410-164,977,52410,164,977-52410-164,977-52410-164,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,258.59087999999997,28.630789999999998,171421.80+283750.8,SDSS J171421.80+283750.8,258.590867,28.630791,977,52410,52052,164,0.5705000162124634,0.5705000162124634,0.5695000000000001,0.01,150.0513548871771,1.979889184486269,explicit_zcosmos_match,1,0,0,1,nan,,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_49_29.400.fits,
missing_dr7q,3127,170325.01+230001.3_451003_0.3,451003,1687-53260-125,1687,53260,125,1687-53260-125,1687-53260-125,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,255.85421999999997,23.000369999999997,170325.01+230001.3,SDSS J170325.01+230001.3,255.854224,23.000368,1687,53260,52758,125,0.5705000162124634,0.5705000162124634,0.5661,0.3,150.0513548871771,1.979889184486269,explicit_zcosmos_match,1,0,0,1,nan,,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_49_29.400.fits,
missing_both,3131,153955.06+072955.7_451311_0.3,451311,1724-53859-247,1724,53859,247,1724-53859-247,1724-53859-247,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,234.97942999999998,7.498809999999999,153955.06+072955.7,,234.979431,7.498811,1724,53859,52729,247,3.1389000415802,3.1389000415802,3.1337,0.3,149.657487910142,1.983590454813002,none,0,0,0,0,19.625360174240704,,,
missing_both,3143,033119.78+011256.4_483769_1,483769,713-52178-365,713,52178,365,713-52178-365,713-52178-365,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,52.83241999999999,1.21569,033119.78+011256.4,SDSS J033119.78+011256.5,52.832422,1.21569,713,52178,52234,365,1.5570000410079956,1.5570000410079956,1.5594000000000001,1.0,150.27985290421307,2.0358766258620142,none,0,0,0,0,27.09579688583907,,,
missing_both,3148,155535.44+341107.4_483251_0.1,483251,1418-53142-341,1418,53142,341,1418-53142-341,1418-53142-341,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,238.89770999999996,34.18539,155535.44+341107.4,SDSS J155535.45+341107.4,238.897702,34.185395,1418,53142,52787,341,1.1749000549316406,1.1749000549316406,1.1667,0.1,150.18813526582727,2.0347097922652786,none,0,0,0,0,6.552703285487634,,,
missing_dr7q,3152,074620.19+324930.9_480994_0.3,480994,755-52235-557,755,52235,557,755-52235-557,755-52235-557,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,116.58415999999998,32.82527999999999,074620.19+324930.9,SDSS J074620.19+324931.0,116.584161,32.825274,755,52235,51961,557,1.1507999897003174,1.1507999897003174,1.1499000000000001,0.3,149.69007592206378,2.0302047173986177,coordinate_fallback,0,0,1,1,0.06277512321588971,820240,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_48_58.840.fits,
missing_both,3154,162313.49+251148.5_484859_0.0003,484859,1575-53493-34,1575,53493,34,1575-53493-34,1575-53493-34,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,245.80620999999996,25.196809999999996,162313.49+251148.5,SDSS J162313.49+251148.4,245.806217,25.196808,1575,53493,52811,34,2.0216000080108643,2.0216000080108643,2.0316,0.0003,150.46775228409058,2.0373350841206785,none,0,0,0,0,16.1407272788794,,,
missing_both,3161,165302.57+282455.8_483080_0.1,483080,1690-53475-616,1690,53475,616,1690-53475-616,1690-53475-616,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,253.26070999999996,28.415519999999997,165302.57+282455.8,SDSS J165302.57+282455.8,253.260713,28.415521,1690,53475,52403,616,1.2239999771118164,1.2239999771118164,1.2145000000000001,0.1,150.41082491214797,2.034010312111269,none,0,0,0,0,7.269089418905679,,,
missing_both,3165,091931.90+513157.8_487338_1,487338,767-52252-307,767,52252,307,767-52252-307,767-52252-307,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,139.88293,51.53274,091931.90+513157.8,SDSS J091931.90+513157.9,139.882931,51.532743,767,52252,51962,307,1.9047000408172607,1.9047000408172607,1.8950000000000002,1.0,150.1884335576143,2.041098124500685,none,0,0,0,0,15.05357284565966,,,
missing_both,3166,160025.49+475042.0_483457_0.1,483457,813-52354-339,813,52354,339,813-52354-339,813-52354-339,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,240.10622999999998,47.84501999999999,160025.49+475042.0,SDSS J160025.50+475042.0,240.106237,47.845016,813,52354,52052,339,0.7437999844551086,0.7437999844551086,0.7355,0.1,150.37304260848714,2.0354376574754895,none,0,0,0,0,6.40275672048125,,,
missing_dr7q,3169,100027.88+531834.7_480994_0.3,480994,903-52400-378,903,52400,378,903-52400-378,903-52400-378,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,150.11617999999999,53.30964999999999,100027.88+531834.7,SDSS J100027.86+531834.6,150.116185,53.309646,903,52400,52233,378,1.1507999897003174,1.1507999897003174,1.1454000000000002,0.3,149.69007592206378,2.0302047173986177,coordinate_fallback,0,0,1,1,0.06277512321588971,820240,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_48_58.840.fits,
missing_both,3175,154416.85+140905.5_482590_0.3,482590,2517-54567-510,2517,54567,510,2517-54567-510,2517-54567-510,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,236.07021999999998,14.151529999999998,154416.85+140905.5,,236.070217,14.151533,2517,54567,53441,510,1.9434000253677368,1.9434000253677368,1.9355000000000002,0.3,150.32050292810206,2.0338733723707434,none,0,0,0,0,15.385841837551455,,,
missing_dr7q,3177,081119.84+404849.4_480994_1,480994,546-52205-123,546,52205,123,546-52205-123,546-52205-123,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,122.83269999999999,40.81372999999999,081119.84+404849.4,SDSS J081119.85+404849.4,122.832704,40.813732,546,52205,51874,123,1.1507999897003174,1.1507999897003174,1.1488,1.0,149.69007592206378,2.0302047173986177,coordinate_fallback,0,0,1,1,0.06277512321588971,820240,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_48_58.840.fits,
missing_both,3181,145619.33+113734.2_482590_0.03,482590,1716-53827-250,1716,53827,250,1716-53827-250,1716-53827-250,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,224.08054999999996,11.626179999999998,145619.33+113734.2,,224.080548,11.626177,1716,53827,52812,250,1.9434000253677368,1.9434000253677368,1.9346000000000003,0.03,150.32050292810206,2.0338733723707434,none,0,0,0,0,15.385841837551455,,,
missing_dr7q,3186,074620.19+324930.9_480994_0.1,480994,755-52235-557,755,52235,557,755-52235-557,755-52235-557,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,116.58415999999998,32.82527999999999,074620.19+324930.9,SDSS J074620.19+324931.0,116.584161,32.825274,755,52235,51961,557,1.1507999897003174,1.1507999897003174,1.1499000000000001,0.1,149.69007592206378,2.0302047173986177,coordinate_fallback,0,0,1,1,0.06277512321588971,820240,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_48_58.840.fits,
missing_both,3194,075942.33+293507.8_483670_0.003,483670,859-52317-521,859,52317,521,859-52317-521,859-52317-521,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,119.92640999999999,29.585509999999996,075942.33+293507.8,SDSS J075942.33+293507.8,119.926415,29.585508,859,52317,52263,521,1.3899999856948853,1.3899999856948853,1.3896000000000002,0.003,149.9856062515367,2.0354055901938026,none,0,0,0,0,14.33233148837843,,,
missing_both,3196,151622.13+022703.1_488860_0.3,488860,2952-54559-409,2952,54559,409,2952-54559-409,2952-54559-409,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,229.09220999999997,2.4508699999999997,151622.13+022703.1,,229.092212,2.450873,2952,54559,51668,409,1.3619999885559082,1.3619999885559082,1.3614000000000002,0.3,150.16347099177585,2.0436165528942936,none,0,0,0,0,24.46532151634126,,,
missing_both,3199,091038.11+463936.3_488677_0.001,488677,899-52620-184,899,52620,184,899-52620-184,899-52620-184,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,137.65883,46.66009999999999,091038.11+463936.3,SDSS J091038.11+463936.3,137.658823,46.6601,899,52620,52283,184,2.771199941635132,2.771199941635132,2.7620000000000005,0.001,149.81761095033636,2.0441115674614068,none,0,0,0,0,10.7144406528679,,,
missing_both,3200,162727.33+010840.8_484859_0.0001,484859,364-52000-527,364,52000,527,364-52000-527,364-52000-527,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,246.86390999999998,1.1446899999999998,162727.33+010840.8,SDSS J162727.33+010840.8,246.863902,1.144693,364,52000,51257,527,2.0216000080108643,2.0216000080108643,2.0201000000000002,0.0001,150.46775228409058,2.0373350841206785,none,0,0,0,0,16.1407272788794,,,
missing_both,3208,144244.92+154419.3_482590_0.3,482590,2763-54507-286,2763,54507,286,2763-54507-286,2763-54507-286,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,220.68715999999998,15.738719999999997,144244.92+154419.3,,220.687169,15.738715,2763,54507,53500,286,1.9434000253677368,1.9434000253677368,1.9407000000000003,0.3,150.32050292810206,2.0338733723707434,none,0,0,0,0,15.385841837551455,,,
missing_both,3218,155959.77+510919.7_483769_0.3,483769,620-52375-451,620,52375,451,620-52375-451,620-52375-451,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,239.99904999999998,51.15547999999999,155959.77+510919.7,SDSS J155959.77+510919.7,239.999059,51.155477,620,52375,52015,451,1.5570000410079956,1.5570000410079956,1.5643000000000002,0.3,150.27985290421307,2.0358766258620142,none,0,0,0,0,27.09579688583907,,,
missing_both,3225,082311.86+074446.0_482590_0.1,482590,1758-53084-317,1758,53084,317,1758-53084-317,1758-53084-317,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,125.79941999999998,7.746109999999999,082311.86+074446.0,SDSS J082311.86+074446.0,125.799418,7.746112,1758,53084,53032,317,1.9434000253677368,1.9434000253677368,1.9496000000000002,0.1,150.32050292810206,2.0338733723707434,none,0,0,0,0,15.385841837551455,,,
missing_both,3226,152338.49+252113.6_483769_0.1,483769,2160-53885-144,2160,53885,144,2160-53885-144,2160-53885-144,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,230.91038999999998,25.353799999999996,152338.49+252113.6,,230.91039,25.353801,2160,53885,53110,144,1.5570000410079956,1.5570000410079956,1.5568000000000002,0.1,150.27985290421307,2.0358766258620142,none,0,0,0,0,27.09579688583907,,,
missing_both,3229,144735.40+033024.3_488706_0.3,488706,587-52026-106,587,52026,106,587-52026-106,587-52026-106,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,221.89753999999996,3.5067499999999994,144735.40+033024.3,SDSS J144735.40+033024.2,221.897539,3.506754,587,52026,51987,106,1.2389999628067017,1.2389999628067017,1.2486000000000002,0.3,150.27126578711437,2.043371230956539,none,0,0,0,0,18.60990338986491,,,
missing_both,3230,080016.10+402955.6_484859_0.0001,484859,545-52202-343,545,52202,343,545-52202-343,545-52202-343,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,120.06709999999998,40.49878999999999,080016.10+402955.6,B3 0756+406,120.0671,40.498793,545,52202,51935,343,2.0216000080108643,2.0216000080108643,2.0209,0.0001,150.46775228409058,2.0373350841206785,none,0,0,0,0,16.1407272788794,,,
missing_both,3235,085837.05+483022.5_484859_0.0001,484859,764-52238-530,764,52238,530,764-52238-530,764-52238-530,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,134.65438999999998,48.506249999999994,085837.05+483022.5,SDSS J085837.05+483022.4,134.654395,48.506252,764,52238,52014,530,2.0216000080108643,2.0216000080108643,2.0257,0.0001,150.46775228409058,2.0373350841206785,none,0,0,0,0,16.1407272788794,,,
missing_both,3240,143932.02+281825.2_490322_0.0001,490322,2137-54206-485,2137,54206,485,2137-54206-485,2137-54206-485,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,219.88341999999997,28.307019999999998,143932.02+281825.2,,219.883419,28.307018,2137,54206,53117,485,0.6222000122070312,0.6222000122070312,0.6278,0.0001,150.17352124561006,2.0462020493160793,none,0,0,0,0,11.556009441438603,,,
missing_both,3241,083040.11+240639.7_482590_1,482590,1928-53327-145,1928,53327,145,1928-53327-145,1928-53327-145,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,127.66714999999998,24.111049999999995,083040.11+240639.7,SDSS J083040.11+240639.8,127.667154,24.111051,1928,53327,52994,145,1.9434000253677368,1.9434000253677368,1.9405000000000003,1.0,150.32050292810206,2.0338733723707434,none,0,0,0,0,15.385841837551455,,,
missing_both,3242,030350.56-070426.5_487338_1,487338,458-51929-498,458,51929,498,458-51929-498,458-51929-498,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,45.960679999999996,-7.074029999999999,030350.56-070426.5,SDSS J030350.56-070426.4,45.960682,-7.074028,458,51929,51813,498,1.9047000408172607,1.9047000408172607,1.9054000000000002,1.0,150.1884335576143,2.041098124500685,none,0,0,0,0,15.05357284565966,,,
