status,row_index,chimera_id,cosmos_id,dr7q_spectrum_id,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_requested_key,dr7q_matched_key,qso_key_was_remapped,qso_match_source,qso_missing_reason,qso_coordinate_sep_arcsec,qso_ra_deg,qso_dec_deg,qso_catalog_name,qso_catalog_oname,qso_catalog_ra_deg,qso_catalog_dec_deg,qso_catalog_plate,qso_catalog_smjd,qso_catalog_rmjd,qso_catalog_fiber,chimera_redshift,galaxy_spectroscopic_redshift,dr7q_redshift,chimera_qso_weight,galaxy_ra_deg,galaxy_dec_deg,galaxy_match_source,n_explicit_galaxy_paths,n_header_galaxy_paths,n_coordinate_galaxy_paths,n_combined_galaxy_paths,coordinate_sep_arcsec,coordinate_zcosmos_object,galaxy_spectrum_path,dr7q_spectrum_path
missing_galaxy,6124,084939.88+235129.1_391783_1,391783,2085-53379-429,2085,53379,429,2085-53379-429,2085-53379-429,False,exact_plate_mjd_fiber,,nan,132.41617999999997,23.858099999999997,084939.88+235129.1,SDSS J084939.88+235129.1,132.41619,23.858099,2085,53379,53110,429,3.2465999126434326,3.2465999126434326,3.2392000000000003,1.0,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2085-53379-0429.fits
missing_galaxy,6125,073341.44+413151.6_391783_0.3,391783,1734-53034-537,1734,53034,537,1734-53034-537,1734-53034-537,False,exact_plate_mjd_fiber,,nan,113.42270999999998,41.531009999999995,073341.44+413151.6,SDSS J073341.45+413151.6,113.422708,41.531012,1734,53034,52936,537,3.2465999126434326,3.2465999126434326,3.2528000000000006,0.3,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1734-53034-0537.fits
missing_galaxy,6126,024719.36+000014.5_387193_0.1,387193,707-52177-517,707,52177,517,707-52177-517,707-52177-517,False,exact_plate_mjd_fiber,,nan,41.83069999999999,0.00405,024719.36+000014.5,SDSS J024719.36+000014.6,41.830698,0.004051,707,52177,52522,517,1.0839999914169312,1.0839999914169312,1.0910000000000002,0.1,150.18914822653775,1.880161604337058,none,0,0,0,0,6.412351003527149,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-707-52177-0517.fits
missing_both,6127,082211.96+371007.7_389953_0.03,389953,827-52312-310,827,52312,310,827-52312-310,827-52312-310,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,125.54986999999998,37.16880999999999,082211.96+371007.7,SDSS J082211.96+371007.7,125.549862,37.168809,827,52312,52234,310,1.1115000247955322,1.1115000247955322,1.106,0.03,150.3878755682761,1.8850422373014861,none,0,0,0,0,28.448221245623994,,,
missing_both,6128,141947.05+005905.1_389953_0.3,389953,304-51957-403,304,51957,403,304-51957-403,304-51957-403,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,214.94603999999998,0.9847699999999999,141947.05+005905.1,SDSS J141947.04+005905.0,214.946048,0.984766,304,51957,51258,403,1.1115000247955322,1.1115000247955322,1.1205,0.3,150.3878755682761,1.8850422373014861,none,0,0,0,0,28.448221245623994,,,
missing_galaxy,6129,011521.37+311730.6_386291_1,386291,2061-53711-269,2061,53711,269,2061-53711-269,2061-53711-269,False,exact_plate_mjd_fiber,,nan,18.83908,31.291849999999997,011521.37+311730.6,,18.839075,31.291845,2061,53711,53263,269,2.396899938583374,2.396899938583374,2.3905000000000003,1.0,150.12399507677887,1.879118917929503,none,0,0,0,0,9.492041222799328,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2061-53711-0269.fits
missing_galaxy,6130,023204.90-010511.5_392203_0.03,392203,407-51820-50,407,51820,50,407-51820-50,407-51820-50,False,exact_plate_mjd_fiber,,nan,38.02045,-1.08655,023204.90-010511.5,SDSS J023204.90-010511.5,38.020456,-1.086547,407,51820,52522,50,0.7360000014305115,0.7360000014305115,0.7334,0.03,150.2059558825375,1.8854979624334394,none,0,0,0,0,13.290995719793012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-407-51820-0050.fits
missing_galaxy,6131,154904.85+415249.7_383183_1,383183,1053-52468-600,1053,52468,600,1053-52468-600,1053-52468-600,False,exact_plate_mjd_fiber,,nan,237.27021999999997,41.880489999999995,154904.85+415249.7,SDSS J154904.84+415249.7,237.270219,41.880488,1053,52468,52402,600,1.281000018119812,1.281000018119812,1.2766000000000002,1.0,150.29179129278478,1.8742394385474563,none,0,0,0,0,27.73104580227938,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1053-52468-0600.fits
missing_galaxy,6132,163538.17+263827.4_383183_0.3,383183,2949-54557-304,2949,54557,304,2949-54557-304,2949-54557-304,False,exact_plate_mjd_fiber,,nan,248.90905999999995,26.640949999999997,163538.17+263827.4,,248.90905,26.640949,2949,54557,52787,304,1.281000018119812,1.281000018119812,1.2724000000000002,0.3,150.29179129278478,1.8742394385474563,none,0,0,0,0,27.73104580227938,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2949-54557-0304.fits
missing_both,6133,172308.14+524455.5_390012_0.003,390012,359-51821-207,359,51821,207,359-51821-207,359-51821-207,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,260.78396999999995,52.748749999999994,172308.14+524455.5,SDSS J172308.15+524455.4,260.783955,52.748753,359,51821,51638,207,1.8179999589920044,1.8179999589920044,1.8183000000000002,0.003,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,
missing_galaxy,6134,024343.76-082109.8_388970_0.3,388970,456-51910-225,456,51910,225,456-51910-225,456-51910-225,False,exact_plate_mjd_fiber,,nan,40.93236999999999,-8.352749999999999,024343.76-082109.8,SDSS J0243-0821,40.932368,-8.352746,456,51910,51813,225,2.5880000591278076,2.5880000591278076,2.5935,0.3,150.39007994088357,1.883771349688451,none,0,0,0,0,24.992626726584984,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-456-51910-0225.fits
missing_both,6135,152147.59+082516.4_391783_0.03,391783,1721-53857-236,1721,53857,236,1721-53857-236,1721-53857-236,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,230.44831999999997,8.421249999999999,152147.59+082516.4,,230.448318,8.421247,1721,53857,52754,236,3.2465999126434326,3.2465999126434326,3.2546000000000004,0.03,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,
missing_galaxy,6136,152838.79-001439.0_391783_1,391783,313-51673-62,313,51673,62,313-51673-62,313-51673-62,False,exact_plate_mjd_fiber,,nan,232.16161999999997,-0.24417999999999998,152838.79-001439.0,SDSS J152838.78-001439.0,232.161627,-0.244179,313,51673,51258,62,3.2465999126434326,3.2465999126434326,3.2427000000000006,1.0,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-313-51673-0062.fits
missing_galaxy,6137,083000.35+343238.7_392203_0.03,392203,1197-52668-98,1197,52668,98,1197-52668-98,1197-52668-98,False,exact_plate_mjd_fiber,,nan,127.50148999999999,34.54409,083000.35+343238.7,SDSS J083000.35+343238.8,127.501487,34.544094,1197,52668,52263,98,0.7360000014305115,0.7360000014305115,0.7390000000000001,0.03,150.2059558825375,1.8854979624334394,none,0,0,0,0,13.290995719793012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1197-52668-0098.fits
missing_galaxy,6138,152838.79-001439.0_391783_0.003,391783,313-51673-62,313,51673,62,313-51673-62,313-51673-62,False,exact_plate_mjd_fiber,,nan,232.16161999999997,-0.24417999999999998,152838.79-001439.0,SDSS J152838.78-001439.0,232.161627,-0.244179,313,51673,51258,62,3.2465999126434326,3.2465999126434326,3.2427000000000006,0.003,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-313-51673-0062.fits
missing_galaxy,6139,075626.44+132541.1_390975_1,390975,2264-53682-145,2264,53682,145,2264-53682-145,2264-53682-145,False,exact_plate_mjd_fiber,,nan,119.11017999999999,13.428109999999998,075626.44+132541.1,,119.110185,13.428111,2264,53682,53352,145,0.4790000021457672,0.4790000021457672,0.47900000000000004,1.0,150.0716972282562,1.8866122749184597,none,0,0,0,0,22.278454133951893,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2264-53682-0145.fits
missing_both,6140,170551.32+320643.6_389461_0.3,389461,976-52413-271,976,52413,271,976-52413-271,976-52413-271,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,256.46387,32.11212,170551.32+320643.6,SDSS J170551.33+320643.5,256.463854,32.112116,976,52413,52047,271,2.180999994277954,2.180999994277954,2.1905,0.3,150.32378968478417,1.8845667700651336,none,0,0,0,0,26.046526318969885,,,
missing_galaxy,6141,101656.72+620446.9_391783_0.03,391783,771-52370-501,771,52370,501,771-52370-501,771-52370-501,False,exact_plate_mjd_fiber,,nan,154.23636,62.07970999999999,101656.72+620446.9,SDSS J101656.72+620446.9,154.23636,62.079713,771,52370,51638,501,3.2465999126434326,3.2465999126434326,3.2543,0.03,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-771-52370-0501.fits
matched,6142,170819.20+374554.2_382702_1,382702,2971-54590-568,2971,54590,568,2971-54590-568,2971-54590-568,False,exact_plate_mjd_fiber,,nan,257.08004999999997,37.76506,170819.20+374554.2,,257.080041,37.765057,2971,54590,51991,568,0.5753999948501587,0.5753999948501587,0.5819000000000001,1.0,149.59764651588833,1.8719484164361746,coordinate_fallback,0,0,1,1,0.02824767099718482,814266,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_45_41.810.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2971-54590-0568.fits
missing_galaxy,6143,145210.70+223647.4_390809_0.03,390809,2144-53770-76,2144,53770,76,2144-53770-76,2144-53770-76,False,exact_plate_mjd_fiber,,nan,223.04458999999997,22.613189999999996,145210.70+223647.4,,223.044591,22.613191,2144,53770,53168,76,1.8079999685287476,1.8079999685287476,1.8082000000000003,0.03,150.13007803674722,1.8865064127957323,none,0,0,0,0,7.47939599384933,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2144-53770-0076.fits
missing_galaxy,6144,160244.75+324036.6_390676_0.03,390676,1404-52825-635,1404,52825,635,1404-52825-635,1404-52825-635,False,exact_plate_mjd_fiber,,nan,240.68645999999998,32.676849999999995,160244.75+324036.6,SDSS J160244.75+324036.6,240.686467,32.676846,1404,52825,52760,635,3.007499933242798,3.007499933242798,3.0106,0.03,149.74113728640202,1.8863911866187049,none,0,0,0,0,21.827270337354303,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1404-52825-0635.fits
missing_galaxy,6145,022359.59+011539.2_390012_0.1,390012,704-52205-441,704,52205,441,704-52205-441,704-52205-441,False,exact_plate_mjd_fiber,,nan,35.99829999999999,1.2609099999999998,022359.59+011539.2,SDSS J022359.59+011539.2,35.998298,1.260906,704,52205,52234,441,1.8179999589920044,1.8179999589920044,1.8269000000000002,0.1,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-704-52205-0441.fits
missing_galaxy,6146,150213.05+322713.5_383183_0.0003,383183,1648-53171-471,1648,53171,471,1648-53171-471,1648-53171-471,False,exact_plate_mjd_fiber,,nan,225.55439999999996,32.45377,150213.05+322713.5,SDSS J150213.05+322713.5,225.554403,32.453771,1648,53171,52813,471,1.281000018119812,1.281000018119812,1.2772000000000001,0.0003,150.29179129278478,1.8742394385474563,none,0,0,0,0,27.73104580227938,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1648-53171-0471.fits
missing_galaxy,6147,085045.44+563618.7_388620_1,388620,448-51900-466,448,51900,466,448-51900-466,448-51900-466,False,exact_plate_mjd_fiber,,nan,132.68932999999998,56.605219999999996,085045.44+563618.7,SDSS J085045.44+563618.7,132.689338,56.605218,448,51900,51640,466,2.4590001106262207,2.4590001106262207,2.4637000000000002,1.0,149.94888220805657,1.8833870273177464,none,0,0,0,0,6.164166200737521,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-448-51900-0466.fits
missing_both,6148,073512.52+292017.1_386109_0.3,386109,754-52232-176,754,52232,176,754-52232-176,754-52232-176,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,113.80217999999998,29.338099999999997,073512.52+292017.1,SDSS J073512.52+292017.0,113.80218,29.338103,754,52232,51961,176,2.257699966430664,2.257699966430664,2.2619000000000002,0.3,149.95097498151546,1.8790899107225054,none,0,0,0,0,8.477908808279432,,,
missing_galaxy,6149,202519.51+781111.1_392203_0.03,392203,1661-53240-562,1661,53240,562,1661-53240-562,1661-53240-562,False,exact_plate_mjd_fiber,,nan,306.33129999999994,78.18643999999999,202519.51+781111.1,,306.331301,78.186436,1661,53240,52909,562,0.7360000014305115,0.7360000014305115,0.7385,0.03,150.2059558825375,1.8854979624334394,none,0,0,0,0,13.290995719793012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1661-53240-0562.fits
missing_galaxy,6150,151038.43+191926.5_387193_0.01,387193,2792-54556-637,2792,54556,637,2792-54556-637,2792-54556-637,False,exact_plate_mjd_fiber,,nan,227.66015999999996,19.324029999999997,151038.43+191926.5,,227.660152,19.324029,2792,54556,53170,637,1.0839999914169312,1.0839999914169312,1.0928000000000002,0.01,150.18914822653775,1.880161604337058,none,0,0,0,0,6.412351003527149,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2792-54556-0637.fits
missing_galaxy,6151,190150.86+791420.9_386046_1,386046,1857-53182-340,1857,53182,340,1857-53182-340,1857-53182-340,False,exact_plate_mjd_fiber,,nan,285.46193999999997,79.23916999999999,190150.86+791420.9,,285.461957,79.239165,1857,53182,52910,340,0.9369999766349792,0.9369999766349792,0.9374000000000001,1.0,149.87704037727622,1.878284825620806,none,0,0,0,0,11.191545113414012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1857-53182-0340.fits
matched,6152,154343.28+132755.6_384744_0.01,384744,2517-54567-148,2517,54567,148,2517-54567-148,2517-54567-148,False,exact_plate_mjd_fiber,,nan,235.93033999999997,13.465449999999999,154343.28+132755.6,,235.930337,13.465449,2517,54567,53501,148,0.6898999810218811,0.6898999810218811,0.6802,0.01,149.5847688901879,1.8750913789398618,coordinate_fallback,0,0,1,1,0.021310930833108706,814317,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_46_27.987.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2517-54567-0148.fits
missing_both,6153,080844.12+385053.4_391069_1,391069,758-52253-588,758,52253,588,758-52253-588,758-52253-588,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,122.18384999999998,38.84817999999999,080844.12+385053.4,SDSS J080844.12+385053.4,122.183847,38.848175,758,52253,51962,588,0.7609999775886536,0.7609999775886536,0.7642000000000001,1.0,150.3798594509914,1.887356601089805,none,0,0,0,0,48.129041223958346,,,
missing_both,6154,161630.05+070734.0_386064_0.01,386064,1731-53884-459,1731,53884,459,1731-53884-459,1731-53884-459,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,244.12520999999998,7.126109999999999,161630.05+070734.0,SDSS J161630.05+070734.0,244.125212,7.126112,1731,53884,52754,459,1.1039999723434448,1.1039999723434448,1.1037000000000001,0.01,150.1551298909496,1.8787508571505689,none,0,0,0,0,18.247994042296963,,,
missing_galaxy,6155,154307.77+193751.7_386267_0.1,386267,2167-53889-451,2167,53889,451,2167-53889-451,2167-53889-451,False,exact_plate_mjd_fiber,,nan,235.78240999999997,19.63104,154307.77+193751.7,,235.782403,19.631036,2167,53889,53148,451,0.22030000388622284,0.22030000388622284,0.22890000000000002,0.1,149.59368522278177,1.8777030636875267,none,0,0,0,0,21.509449337817294,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2167-53889-0451.fits
matched,6156,082345.44+585556.2_382926_1,382926,1873-54437-564,1873,54437,564,1873-54437-564,1873-54437-564,False,exact_plate_mjd_fiber,,nan,125.93934999999999,58.93229999999999,082345.44+585556.2,,125.939349,58.932305,1873,54437,52963,564,0.5131999850273132,0.5131999850273132,0.508,1.0,150.36275899819987,1.8723316865088946,coordinate_fallback,0,0,1,1,0.07108242519498949,810888,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_53_12.930.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1873-54437-0564.fits
missing_galaxy,6157,083406.94+350602.9_390975_0.1,390975,1197-52668-113,1197,52668,113,1197-52668-113,1197-52668-113,False,exact_plate_mjd_fiber,,nan,128.52892999999997,35.100809999999996,083406.94+350602.9,SDSS J083406.93+350602.8,128.528924,35.100807,1197,52668,52283,113,0.4790000021457672,0.4790000021457672,0.46990000000000004,0.1,150.0716972282562,1.8866122749184597,none,0,0,0,0,22.278454133951893,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1197-52668-0113.fits
missing_galaxy,6158,080356.98+251042.5_388329_0.0001,388329,1205-52670-57,1205,52670,57,1205-52670-57,1205-52670-57,False,exact_plate_mjd_fiber,,nan,120.98744999999998,25.178479999999997,080356.98+251042.5,SDSS J080356.98+251042.5,120.987448,25.178484,1205,52670,52585,57,2.642899990081787,2.642899990081787,2.6411000000000002,0.0001,149.83433082733904,1.882616682732716,none,0,0,0,0,23.01439395070688,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1205-52670-0057.fits
missing_galaxy,6159,142927.59+164925.5_392203_0.3,392203,2760-54506-69,2760,54506,69,2760-54506-69,2760-54506-69,False,exact_plate_mjd_fiber,,nan,217.36495999999997,16.823759999999996,142927.59+164925.5,,217.364961,16.823765,2760,54506,53500,69,0.7360000014305115,0.7360000014305115,0.7312000000000001,0.3,150.2059558825375,1.8854979624334394,none,0,0,0,0,13.290995719793012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2760-54506-0069.fits
missing_both,6160,081742.05+331735.2_390809_1,390809,862-52325-232,862,52325,232,862-52325-232,862-52325-232,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,124.42521999999998,33.293139999999994,081742.05+331735.2,SDSS J081742.05+331735.2,124.425223,33.293136,862,52325,52263,232,1.8079999685287476,1.8079999685287476,1.7991000000000001,1.0,150.13007803674722,1.8865064127957323,none,0,0,0,0,7.47939599384933,,,
missing_galaxy,6161,082746.63+224758.4_392203_0.01,392203,1929-53349-357,1929,53349,357,1929-53349-357,1929-53349-357,False,exact_plate_mjd_fiber,,nan,126.94429999999998,22.799559999999996,082746.63+224758.4,SDSS J082746.63+224758.4,126.944294,22.799559,1929,53349,53081,357,0.7360000014305115,0.7360000014305115,0.7350000000000001,0.01,150.2059558825375,1.8854979624334394,none,0,0,0,0,13.290995719793012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1929-53349-0357.fits
missing_both,6162,032535.20-063410.6_390012_0.3,390012,460-51924-588,460,51924,588,460-51924-588,460-51924-588,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,51.396679999999996,-6.56962,032535.20-063410.6,SDSS J032535.20-063410.6,51.396676,-6.569623,460,51924,51465,588,1.8179999589920044,1.8179999589920044,1.8175000000000001,0.3,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,
missing_both,6163,165047.94+343033.4_390012_0.01,390012,1175-52791-640,1175,52791,640,1175-52791-640,1175-52791-640,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,252.69977999999998,34.50928,165047.94+343033.4,SDSS J165047.94+343033.3,252.699779,34.509282,1175,52791,52434,640,1.8179999589920044,1.8179999589920044,1.8113000000000001,0.01,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,
missing_galaxy,6164,022359.59+011539.2_390012_1,390012,704-52205-441,704,52205,441,704-52205-441,704-52205-441,False,exact_plate_mjd_fiber,,nan,35.99829999999999,1.2609099999999998,022359.59+011539.2,SDSS J022359.59+011539.2,35.998298,1.260906,704,52205,52234,441,1.8179999589920044,1.8179999589920044,1.8269000000000002,1.0,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-704-52205-0441.fits
missing_both,6165,073735.50+280927.5_390676_1,390676,888-52339-471,888,52339,471,888-52339-471,888-52339-471,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,114.39795999999998,28.157649999999997,073735.50+280927.5,SDSS J073735.50+280927.6,114.397956,28.15765,888,52339,52261,471,3.007499933242798,3.007499933242798,3.0122000000000004,1.0,149.74113728640202,1.8863911866187049,none,0,0,0,0,21.827270337354303,,,
missing_both,6166,015241.75+134733.5_390012_0.3,390012,430-51877-176,430,51877,176,430-51877-176,430-51877-176,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,28.173969999999997,13.792669999999998,015241.75+134733.5,SDSS J015241.75+134733.5,28.173968,13.792666,430,51877,51465,176,1.8179999589920044,1.8179999589920044,1.8238000000000003,0.3,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,
missing_galaxy,6167,072623.28+423658.9_383183_0.001,383183,1865-53312-205,1865,53312,205,1865-53312-205,1865-53312-205,False,exact_plate_mjd_fiber,,nan,111.59701999999999,42.61637999999999,072623.28+423658.9,SDSS J072623.28+423659.0,111.597016,42.616383,1865,53312,52973,205,1.281000018119812,1.281000018119812,1.2716,0.001,150.29179129278478,1.8742394385474563,none,0,0,0,0,27.73104580227938,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1865-53312-0205.fits
missing_galaxy,6168,032636.23-001538.5_386291_1,386291,2069-53376-309,2069,53376,309,2069-53376-309,2069-53376-309,False,exact_plate_mjd_fiber,,nan,51.65098999999999,-0.26070999999999994,032636.23-001538.5,SDSS J032636.23-001538.5,51.650989,-0.26071,2069,53376,52522,309,2.396899938583374,2.396899938583374,2.3972,1.0,150.12399507677887,1.879118917929503,none,0,0,0,0,9.492041222799328,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2069-53376-0309.fits
missing_galaxy,6169,163055.95+115229.4_391783_0.3,391783,2533-54585-237,2533,54585,237,2533-54585-237,2533-54585-237,False,exact_plate_mjd_fiber,,nan,247.73314999999997,11.874839999999999,163055.95+115229.4,,247.733151,11.874843,2533,54585,53170,237,3.2465999126434326,3.2465999126434326,3.2465,0.3,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2533-54585-0237.fits
missing_galaxy,6170,081024.75+480615.4_386109_1,386109,438-51884-616,438,51884,616,438-51884-616,438-51884-616,False,exact_plate_mjd_fiber,,nan,122.60312999999998,48.104279999999996,081024.75+480615.4,SDSS J081024.74+480615.4,122.603137,48.104283,438,51884,51659,616,2.257699966430664,2.257699966430664,2.2589,1.0,149.95097498151546,1.8790899107225054,none,0,0,0,0,8.477908808279432,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-438-51884-0616.fits
missing_both,6171,040024.49-063813.2_391058_1,391058,2071-53741-54,2071,53741,54,2071-53741-54,2071-53741-54,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,60.102059999999994,-6.637029999999999,040024.49-063813.2,,60.102064,-6.637026,2071,53741,51465,54,2.6728999614715576,2.6728999614715576,2.6768000000000005,1.0,149.94515724674386,1.8872499741659547,none,0,0,0,0,10.437181325888508,,,
matched,6172,154735.22+361325.9_388723_0.3,388723,1416-52875-115,1416,52875,115,1416-52875-115,1416-52875-115,False,exact_plate_mjd_fiber,,nan,236.89675999999997,36.223879999999994,154735.22+361325.9,SDSS J154735.22+361325.9,236.896762,36.223876,1416,52875,52788,115,0.5285999774932861,0.5285999774932861,0.537,0.3,150.25602892278795,1.880335869016201,coordinate_fallback,0,0,1,1,0.06445083687264168,811341,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_54_38.330.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1416-52875-0115.fits
missing_galaxy,6173,162830.17+161314.6_392203_1,392203,2207-53558-297,2207,53558,297,2207-53558-297,2207-53558-297,False,exact_plate_mjd_fiber,,nan,247.12572999999998,16.22073,162830.17+161314.6,,247.125727,16.220726,2207,53558,53139,297,0.7360000014305115,0.7360000014305115,0.7381000000000001,1.0,150.2059558825375,1.8854979624334394,none,0,0,0,0,13.290995719793012,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2207-53558-0297.fits
missing_galaxy,6174,162330.81+181552.7_391783_0.3,391783,2970-54589-259,2970,54589,259,2970-54589-259,2970-54589-259,False,exact_plate_mjd_fiber,,nan,245.87839999999997,18.264639999999996,162330.81+181552.7,,245.878399,18.264645,2970,54589,53110,259,3.2465999126434326,3.2465999126434326,3.2366000000000006,0.3,149.93531811520594,1.8887230594587368,none,0,0,0,0,15.322379637342877,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2970-54589-0259.fits
missing_both,6175,075814.86+361240.5_387193_0.3,387193,757-52238-455,757,52238,455,757-52238-455,757-52238-455,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,119.56194999999998,36.21124999999999,075814.86+361240.5,SDSS J075814.86+361240.4,119.561952,36.211254,757,52238,51962,455,1.0839999914169312,1.0839999914169312,1.0853000000000002,0.3,150.18914822653775,1.880161604337058,none,0,0,0,0,6.412351003527149,,,
matched,6176,023733.50-004229.3_392130_1,392130,1070-52591-249,1070,52591,249,1070-52591-249,1070-52591-249,False,exact_plate_mjd_fiber,,nan,39.38959,-0.7081399999999999,023733.50-004229.3,SDSS J023733.50-004229.3,39.389593,-0.708141,1070,52591,52522,249,0.5927000045776367,0.5927000045776367,0.6019000000000001,1.0,150.7491607245638,1.8873447108655315,coordinate_fallback,0,0,1,1,0.047851147692217204,809118,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_53_53.417.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1070-52591-0249.fits
missing_galaxy,6177,080014.70+215047.2_390975_1,390975,1583-52941-536,1583,52941,536,1583-52941-536,1583-52941-536,False,exact_plate_mjd_fiber,,nan,120.06125999999999,21.846459999999997,080014.70+215047.2,SDSS J080014.70+215047.2,120.061255,21.84646,1583,52941,52668,536,0.4790000021457672,0.4790000021457672,0.47630000000000006,1.0,150.0716972282562,1.8866122749184597,none,0,0,0,0,22.278454133951893,,,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-1583-52941-0536.fits
missing_both,6178,091140.73+663722.8_390012_1,390012,1877-54464-390,1877,54464,390,1877-54464-390,1877-54464-390,False,none,catalog_match_but_spectrum_not_downloaded_locally,nan,137.91974,66.62301,091140.73+663722.8,,137.919734,66.623007,1877,54464,52963,390,1.8179999589920044,1.8179999589920044,1.8258000000000003,1.0,150.0599253180963,1.8850140517399756,none,0,0,0,0,18.37274966901317,,,
matched,6179,153026.36+115538.4_392696_0.003,392696,2754-54240-479,2754,54240,479,2754-54240-479,2754-54240-479,False,exact_plate_mjd_fiber,,nan,232.60982999999996,11.92734,153026.36+115538.4,,232.609837,11.927342,2754,54240,53502,479,0.571399986743927,0.571399986743927,0.5790000000000001,0.003,150.1370873342567,1.8872871172650196,explicit_zcosmos_match,1,0,0,1,nan,,/home/nicho/GRAHSP_my/data/zCOSMOS_data/ADP.2015-10-15T12_50_14.313.fits,/home/nicho/GRAHSP_my/data/dr7q_spectra/spec-2754-54240-0479.fits
