cosmos_id,representative_chimera_id,n_chimeras_in_provenance,host_ra_deg,host_dec_deg,host_redshift,service,failure_reason
472071,171528.14+542509.0_472071_0.01,4,149.58438919390142,2.0159106052088682,0.2551000118255615,desi,no_desi_match
449064,150534.83+070200.6_449064_0.03,2,149.76266436794492,1.9787515740142214,0.6901000142097473,sdss,no_sdss_match
449064,150534.83+070200.6_449064_0.03,2,149.76266436794492,1.9787515740142214,0.6901000142097473,desi,no_desi_match
447761,081554.14+383122.3_447761_0.03,1,150.00588503052478,1.9765331213302075,0.9980999827384949,sdss,no_sdss_match
497406,163552.48+275158.6_497406_0.001,14,149.7155841520823,2.0566244682760977,2.0088000297546387,sdss,no_sdss_match
497406,163552.48+275158.6_497406_0.001,14,149.7155841520823,2.0566244682760977,2.0088000297546387,desi,no_desi_match
490950,163058.35+132956.8_490950_0.1,6,149.9313883439024,2.0460327319300537,0.4424000084400177,sdss,no_sdss_match
490950,163058.35+132956.8_490950_0.1,6,149.9313883439024,2.0460327319300537,0.4424000084400177,desi,no_desi_match
492981,084856.05+232456.9_492981_0.3,4,149.98172694285097,2.0483777143529416,0.8970999717712402,sdss,no_sdss_match
492981,084856.05+232456.9_492981_0.3,4,149.98172694285097,2.0483777143529416,0.8970999717712402,desi,no_desi_match
493669,151046.20+011819.0_493669_0.0003,3,149.71568404054094,2.049121768683907,0.3725999891757965,sdss,no_sdss_match
493669,151046.20+011819.0_493669_0.0003,3,149.71568404054094,2.049121768683907,0.3725999891757965,desi,no_desi_match
593787,142200.91+181722.3_593787_0.01,1,150.29614601355541,2.202928555479448,1.0420000553131104,sdss,no_sdss_match
593787,142200.91+181722.3_593787_0.01,1,150.29614601355541,2.202928555479448,1.0420000553131104,desi,no_desi_match
945627,161139.35+284501.0_945627_1,57,149.93463377721176,2.738945629261069,0.7789999842643738,sdss,no_sdss_match
945627,161139.35+284501.0_945627_1,57,149.93463377721176,2.738945629261069,0.7789999842643738,desi,no_desi_match
948001,151306.60+142451.3_948001_0.0003,5,150.52453584331425,2.739490202505474,0.33340001106262207,sdss,no_sdss_match
948001,151306.60+142451.3_948001_0.0003,5,150.52453584331425,2.739490202505474,0.33340001106262207,desi,no_desi_match
936518,032717.23+010140.6_936518_0.0001,8,150.12461142476988,2.721955440551058,0.5026000142097473,sdss,no_sdss_match
936518,032717.23+010140.6_936518_0.0001,8,150.12461142476988,2.721955440551058,0.5026000142097473,desi,no_desi_match
940942,154510.95+345246.9_940942_1,6,149.9801596181589,2.727765194359941,0.5157999992370605,sdss,no_sdss_match
941379,150825.85+201521.2_941379_0.1,75,149.98071216592825,2.731145792397029,1.0859999656677246,sdss,no_sdss_match
941379,150825.85+201521.2_941379_0.1,75,149.98071216592825,2.731145792397029,1.0859999656677246,desi,no_desi_match
941602,083104.16+474016.2_941602_0.003,13,150.13215888101493,2.7308252113000435,1.2970000505447388,sdss,no_sdss_match
941602,083104.16+474016.2_941602_0.003,13,150.13215888101493,2.7308252113000435,1.2970000505447388,desi,no_desi_match
810483,084102.02+320101.4_810483_1,36,149.9443843281675,2.530304780582143,0.796999990940094,sdss,no_sdss_match
810483,084102.02+320101.4_810483_1,36,149.9443843281675,2.530304780582143,0.796999990940094,desi,no_desi_match
774870,141050.17+035343.8_774870_1,1,150.33354529712565,2.473361869630257,0.3580000102519989,sdss,no_sdss_match
815072,074659.86+165515.9_815072_0.0001,2,150.13383746680915,2.5361720740342397,1.5087000131607056,sdss,no_sdss_match
815072,074659.86+165515.9_815072_0.0001,2,150.13383746680915,2.5361720740342397,1.5087000131607056,desi,no_desi_match
772339,081835.59+390911.1_772339_0.0001,1,149.5297690872853,2.4707920449789738,0.18780000507831573,sdss,no_sdss_match
772339,081835.59+390911.1_772339_0.0001,1,149.5297690872853,2.4707920449789738,0.18780000507831573,desi,no_desi_match
781648,163606.11+172653.3_781648_0.3,4,150.36556883927426,2.484764066146475,0.35120001435279846,sdss,no_sdss_match
781648,163606.11+172653.3_781648_0.3,4,150.36556883927426,2.484764066146475,0.35120001435279846,desi,no_desi_match
783118,083010.16+345320.3_783118_0.003,10,150.61235706981026,2.488375502529332,0.7458000183105469,sdss,no_sdss_match
783118,083010.16+345320.3_783118_0.003,10,150.61235706981026,2.488375502529332,0.7458000183105469,desi,no_desi_match
777983,084311.38+405027.5_777983_0.01,11,149.91869550197964,2.477241681568924,0.4099999964237213,sdss,no_sdss_match
777983,084311.38+405027.5_777983_0.01,11,149.91869550197964,2.477241681568924,0.4099999964237213,desi,no_desi_match
775044,160955.66+402117.2_775044_0.1,2,150.33545732869501,2.475736250033258,0.7720000147819519,sdss,no_sdss_match
775044,160955.66+402117.2_775044_0.1,2,150.33545732869501,2.475736250033258,0.7720000147819519,desi,no_desi_match
774308,082218.82+182330.0_774308_0.0001,35,150.2534428998919,2.47473380095283,1.343000054359436,sdss,no_sdss_match
774308,082218.82+182330.0_774308_0.0001,35,150.2534428998919,2.47473380095283,1.343000054359436,desi,no_desi_match
774220,155520.86+075418.8_774220_0.003,14,150.01836899667475,2.475285562846947,1.4570000171661377,sdss,no_sdss_match
774220,155520.86+075418.8_774220_0.003,14,150.01836899667475,2.475285562846947,1.4570000171661377,desi,no_desi_match
784157,015450.35+132312.5_784157_0.001,3,150.482644974167,2.4880680155258634,0.560699999332428,sdss,no_sdss_match
779468,084718.13+130017.0_779468_0.0001,5,150.12112533930255,2.4806282753548614,0.6887000203132629,sdss,no_sdss_match
776841,145642.18+281457.4_776841_0.0003,9,150.1566139890104,2.4786362172199676,0.8889999985694885,sdss,no_sdss_match
776841,145642.18+281457.4_776841_0.0003,9,150.1566139890104,2.4786362172199676,0.8889999985694885,desi,no_desi_match
