cosmos_id,representative_chimera_id,n_chimeras_in_provenance,host_ra_deg,host_dec_deg,host_redshift,service,failure_reason
646610,160345.98+264923.6_646610_1,11,149.95832135308382,2.2815812224910093,0.47429999709129333,desi,no_desi_match
642979,074033.02+391542.8_642979_0.0001,11,150.24339887685036,2.273316712942188,0.7396000027656555,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
642979,074033.02+391542.8_642979_0.0001,11,150.24339887685036,2.273316712942188,0.7396000027656555,desi,no_desi_match
647235,142204.63+151046.6_647235_0.003,7,149.66763329882548,2.28239966965208,0.24719999730587006,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
647235,142204.63+151046.6_647235_0.003,7,149.66763329882548,2.28239966965208,0.24719999730587006,desi,no_desi_match
643283,151835.91+230028.6_643283_0.0001,9,150.52893174899796,2.276390012393617,1.8654999732971191,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
643283,151835.91+230028.6_643283_0.0001,9,150.52893174899796,2.276390012393617,1.8654999732971191,desi,no_desi_match
652007,085524.55+312152.1_652007_0.1,7,150.68226740365904,2.287749660374796,0.4997999966144562,sdss,sdss_missing_match_coordinates
642661,145924.24+340113.1_642661_0.0001,3,150.2067077747803,2.275529233476566,2.7945001125335693,sdss,sdss_missing_match_coordinates
642661,145924.24+340113.1_642661_0.0001,3,150.2067077747803,2.275529233476566,2.7945001125335693,desi,no_desi_match
647938,081850.01+490817.0_647938_0.0001,3,150.25126136458783,2.2840369303278902,2.9637999534606934,sdss,sdss_missing_match_coordinates
647938,081850.01+490817.0_647938_0.0001,3,150.25126136458783,2.2840369303278902,2.9637999534606934,desi,no_desi_match
646489,153243.66-004342.4_646489_0.0003,3,149.64275348398422,2.277781533221957,0.30709999799728394,sdss,sdss_missing_match_coordinates
646489,153243.66-004342.4_646489_0.0003,3,149.64275348398422,2.277781533221957,0.30709999799728394,desi,no_desi_match
652184,025938.65-075601.7_652184_0.0003,10,149.56598221922133,2.290467337754962,0.8809999823570251,sdss,sdss_missing_match_coordinates
652184,025938.65-075601.7_652184_0.0003,10,149.56598221922133,2.290467337754962,0.8809999823570251,desi,no_desi_match
646288,075910.07+383642.9_646288_0.03,31,150.10247470670214,2.2815475034425066,3.9839999675750732,sdss,sdss_missing_match_coordinates
646288,075910.07+383642.9_646288_0.03,31,150.10247470670214,2.2815475034425066,3.9839999675750732,desi,no_desi_match
649185,173348.81+585651.0_649185_1,1,150.19978397500628,2.2845359070330264,0.4966999888420105,sdss,no_sdss_match
642071,154705.29+142916.2_642071_0.0003,26,150.15414147253406,2.2748161224517136,1.215999960899353,sdss,no_sdss_match
642071,154705.29+142916.2_642071_0.0003,26,150.15414147253406,2.2748161224517136,1.215999960899353,desi,no_desi_match
652774,084741.62+112646.6_652774_0.03,36,149.73959176736554,2.2903772143801877,0.9259999990463257,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
652774,084741.62+112646.6_652774_0.03,36,149.73959176736554,2.2903772143801877,0.9259999990463257,desi,no_desi_match
645886,082102.05+102437.3_645886_0.01,46,150.6260862952974,2.2802164401081635,1.065000057220459,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
645886,082102.05+102437.3_645886_0.01,46,150.6260862952974,2.2802164401081635,1.065000057220459,desi,no_desi_match
646842,162057.18+161406.8_646842_0.0001,5,149.73870583135522,2.2811818467079066,0.5514000058174133,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
646842,162057.18+161406.8_646842_0.0001,5,149.73870583135522,2.2811818467079066,0.5514000058174133,desi,no_desi_match
650666,083417.90+491439.2_650666_0.01,6,150.5351973876779,2.2850198711979357,0.1745000034570694,sdss,sdss_missing_match_coordinates
650666,083417.90+491439.2_650666_0.01,6,150.5351973876779,2.2850198711979357,0.1745000034570694,desi,no_desi_match
643627,155213.47+064511.5_643627_0.001,14,150.11192972438346,2.2775662413720563,2.49180006980896,sdss,sdss_missing_match_coordinates
643627,155213.47+064511.5_643627_0.001,14,150.11192972438346,2.2775662413720563,2.49180006980896,desi,no_desi_match
652905,144244.23-010943.6_652905_0.003,16,150.38259829741034,2.2912863888260318,1.930899977684021,sdss,sdss_missing_match_coordinates
652905,144244.23-010943.6_652905_0.003,16,150.38259829741034,2.2912863888260318,1.930899977684021,desi,no_desi_match
648821,085035.57+280213.7_648821_0.0001,7,149.77826929604478,2.284048845335125,0.3260999917984009,sdss,sdss_missing_match_coordinates
648821,085035.57+280213.7_648821_0.0001,7,149.77826929604478,2.284048845335125,0.3260999917984009,desi,no_desi_match
648867,150056.24+040410.7_648867_0.01,6,149.700342218575,2.2849323412323437,1.1430000066757202,sdss,sdss_missing_match_coordinates
648867,150056.24+040410.7_648867_0.01,6,149.700342218575,2.2849323412323437,1.1430000066757202,desi,no_desi_match
643525,205458.94+745613.6_643525_0.01,13,149.640912546369,2.2762386815119067,0.5745999813079834,sdss,sdss_missing_match_coordinates
643525,205458.94+745613.6_643525_0.01,13,149.640912546369,2.2762386815119067,0.5745999813079834,desi,no_desi_match
645025,021558.40-011135.9_645025_0.001,8,150.36105349119921,2.2779671784152744,0.8356000185012817,sdss,sdss_missing_match_coordinates
645025,021558.40-011135.9_645025_0.001,8,150.36105349119921,2.2779671784152744,0.8356000185012817,desi,no_desi_match
647399,084539.97+305641.9_647399_0.0003,22,150.13446344434695,2.2836374651981255,2.4114999771118164,sdss,no_sdss_match
647399,084539.97+305641.9_647399_0.0003,22,150.13446344434695,2.2836374651981255,2.4114999771118164,desi,no_desi_match
645846,074157.17+340531.0_645846_0.001,22,150.3037868771519,2.280933345141741,1.0872000455856323,sdss,no_sdss_match
645846,074157.17+340531.0_645846_0.001,22,150.3037868771519,2.280933345141741,1.0872000455856323,desi,no_desi_match
651759,151755.64+451543.9_651759_0.003,3,150.21830711987627,2.2883458102902385,0.47600001096725464,sdss,no_sdss_match
651759,151755.64+451543.9_651759_0.003,3,150.21830711987627,2.2883458102902385,0.47600001096725464,desi,no_desi_match
649513,081059.78+300405.4_649513_0.003,4,149.467473137812,2.2855204426689637,0.16429999470710754,sdss,no_sdss_match
649513,081059.78+300405.4_649513_0.003,4,149.467473137812,2.2855204426689637,0.16429999470710754,desi,no_desi_match
642733,151226.09+342011.2_642733_0.01,1,149.98659513061176,2.275473027870696,0.8510000109672546,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
642733,151226.09+342011.2_642733_0.01,1,149.98659513061176,2.275473027870696,0.8510000109672546,desi,no_desi_match
648704,083204.74+592354.1_648704_0.001,6,149.80575910873262,2.285543124636019,3.246999979019165,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
648704,083204.74+592354.1_648704_0.001,6,149.80575910873262,2.285543124636019,3.246999979019165,desi,no_desi_match
757759,083132.59+521142.6_757759_1,5,150.2454103240795,2.448315864881511,0.3970000147819519,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
757759,083132.59+521142.6_757759_1,5,150.2454103240795,2.448315864881511,0.3970000147819519,desi,no_desi_match
753093,080302.80+211510.1_753093_0.0001,6,149.56662823304526,2.4378688828326776,0.35989999771118164,sdss,sdss_missing_match_coordinates
720269,090025.97+465003.0_720269_0.001,2,150.37583036368844,2.38942830570582,0.3734000027179718,sdss,sdss_missing_match_coordinates
720269,090025.97+465003.0_720269_0.001,2,150.37583036368844,2.38942830570582,0.3734000027179718,desi,no_desi_match
723855,153104.75+332144.4_723855_1,13,150.53250086378495,2.3951245514536548,0.4564000070095062,sdss,sdss_missing_match_coordinates
694188,165320.20+203834.9_694188_0.0001,6,149.46740665315968,2.3492687570168806,0.4794999957084656,sdss,sdss_missing_match_coordinates
706796,160710.63+362128.7_706796_0.03,5,150.27611193099852,2.368755282366302,0.4677000045776367,sdss,sdss_missing_match_coordinates
708497,162229.35+264834.9_708497_0.3,4,149.51748674297693,2.3718183680048477,0.435699999332428,sdss,sdss_missing_match_coordinates
708497,162229.35+264834.9_708497_0.3,4,149.51748674297693,2.3718183680048477,0.435699999332428,desi,no_desi_match
704346,141108.19+040202.0_704346_0.0003,5,149.9447391566146,2.365245628943721,0.8899999856948853,sdss,no_sdss_match
704346,141108.19+040202.0_704346_0.0003,5,149.9447391566146,2.365245628943721,0.8899999856948853,desi,no_desi_match
777329,170606.15+240305.5_777329_0.0001,7,149.72908184604873,2.4782815329189853,0.7829999923706055,sdss,no_sdss_match
777329,170606.15+240305.5_777329_0.0001,7,149.72908184604873,2.4782815329189853,0.7829999923706055,desi,no_desi_match
778517,163135.46+405756.4_778517_0.01,3,149.94511926710308,2.4803570130933785,0.7549999952316284,sdss,no_sdss_match
778517,163135.46+405756.4_778517_0.01,3,149.94511926710308,2.4803570130933785,0.7549999952316284,desi,no_desi_match
777031,151507.43+065708.3_777031_0.003,9,150.21206325874334,2.4790334620582377,0.25850000977516174,sdss,no_sdss_match
777031,151507.43+065708.3_777031_0.003,9,150.21206325874334,2.4790334620582377,0.25850000977516174,desi,no_desi_match
705121,164108.78+320556.1_705121_0.01,3,149.9596889518399,2.3683732062725826,2.0901999473571777,sdss,no_sdss_match
705121,164108.78+320556.1_705121_0.01,3,149.9596889518399,2.3683732062725826,2.0901999473571777,desi,no_desi_match
709582,162543.60+010539.5_709582_1,19,150.11910799648652,2.3738788403946542,1.2200000286102295,sdss,no_sdss_match
709582,162543.60+010539.5_709582_1,19,150.11910799648652,2.3738788403946542,1.2200000286102295,desi,no_desi_match
713753,143517.65+185555.5_713753_0.1,10,150.11902195265796,2.381648980431592,0.26649999618530273,sdss,no_sdss_match
713753,143517.65+185555.5_713753_0.1,10,150.11902195265796,2.381648980431592,0.26649999618530273,desi,desi_query_failed: [TOOMANYREQUESTS] Request was throttled. Expected available in 1 second.
712542,141013.43+092621.3_712542_1,8,149.84675636081946,2.3790441149924613,1.3899999856948853,sdss,no_sdss_match
712542,141013.43+092621.3_712542_1,8,149.84675636081946,2.3790441149924613,1.3899999856948853,desi,no_desi_match
707404,025119.00-071059.4_707404_0.03,1,150.35491307429598,2.3709634625093083,0.9261000156402588,sdss,no_sdss_match
704764,074829.23+394702.9_704764_0.001,3,150.0572494090807,2.366947122674277,0.6922000050544739,sdss,no_sdss_match
704764,074829.23+394702.9_704764_0.001,3,150.0572494090807,2.366947122674277,0.6922000050544739,desi,no_desi_match
648150,162104.73+270546.5_648150_0.001,16,149.847693864347,2.284716484988214,1.1247999668121338,sdss,no_sdss_match
648150,162104.73+270546.5_648150_0.001,16,149.847693864347,2.284716484988214,1.1247999668121338,desi,no_desi_match
646438,152757.67+223304.0_646438_0.01,5,149.6619457632299,2.2810829822615584,0.25209999084472656,sdss,no_sdss_match
646438,152757.67+223304.0_646438_0.01,5,149.6619457632299,2.2810829822615584,0.25209999084472656,desi,no_desi_match
647997,075717.33+272222.4_647997_0.3,2,149.56894925290496,2.2825613369988993,0.7355999946594238,sdss,no_sdss_match
647997,075717.33+272222.4_647997_0.3,2,149.56894925290496,2.2825613369988993,0.7355999946594238,desi,no_desi_match
645088,032701.43-002207.1_645088_0.03,29,150.3584405003354,2.280367739718901,2.3285000324249268,sdss,no_sdss_match
645088,032701.43-002207.1_645088_0.03,29,150.3584405003354,2.280367739718901,2.3285000324249268,desi,no_desi_match
647749,155458.01+053303.9_647749_1,14,150.5107695660073,2.283154376893159,1.8666000366210938,sdss,no_sdss_match
647749,155458.01+053303.9_647749_1,14,150.5107695660073,2.283154376893159,1.8666000366210938,desi,no_desi_match
647311,145230.38+130227.3_647311_0.3,26,150.2597929626349,2.283126592717127,2.5127999782562256,sdss,no_sdss_match
647311,145230.38+130227.3_647311_0.3,26,150.2597929626349,2.283126592717127,2.5127999782562256,desi,no_desi_match
647918,153529.87+235750.9_647918_0.0003,8,150.58668409721517,2.283212386763379,0.8330000042915344,sdss,no_sdss_match
647918,153529.87+235750.9_647918_0.0003,8,150.58668409721517,2.283212386763379,0.8330000042915344,desi,no_desi_match
651696,084400.86+125224.6_651696_0.03,2,149.93597821410287,2.290127933323977,2.5573999881744385,sdss,no_sdss_match
651696,084400.86+125224.6_651696_0.03,2,149.93597821410287,2.290127933323977,2.5573999881744385,desi,no_desi_match
646593,075816.62+342256.1_646593_1,41,150.24919306019802,2.281548359255925,1.7913000583648682,sdss,no_sdss_match
646593,075816.62+342256.1_646593_1,41,150.24919306019802,2.281548359255925,1.7913000583648682,desi,no_desi_match
646875,160822.52+415852.7_646875_0.3,2,150.53684443125886,2.2815707334741027,0.8406999707221985,sdss,no_sdss_match
643905,145231.00+025842.2_643905_0.3,1,149.81776828594684,2.275315763572528,0.38100001215934753,sdss,no_sdss_match
643905,145231.00+025842.2_643905_0.3,1,149.81776828594684,2.275315763572528,0.38100001215934753,desi,no_desi_match
648753,143357.18+052950.8_648753_0.001,4,149.9118136679212,2.284189623749555,0.9348000288009644,sdss,no_sdss_match
648753,143357.18+052950.8_648753_0.001,4,149.9118136679212,2.284189623749555,0.9348000288009644,desi,no_desi_match
643426,081902.68+124420.5_643426_0.1,4,150.0996241506457,2.276500508320084,0.5339000225067139,sdss,no_sdss_match
643426,081902.68+124420.5_643426_0.1,4,150.0996241506457,2.276500508320084,0.5339000225067139,desi,no_desi_match
651455,075546.20+541245.4_651455_0.03,2,149.53469555194405,2.2883927167704687,0.5343999862670898,sdss,no_sdss_match
651455,075546.20+541245.4_651455_0.03,2,149.53469555194405,2.2883927167704687,0.5343999862670898,desi,no_desi_match
642873,135943.14-003424.5_642873_0.0001,6,150.25418963904067,2.271737961192609,0.16529999673366547,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
642873,135943.14-003424.5_642873_0.0001,6,150.25418963904067,2.271737961192609,0.16529999673366547,desi,no_desi_match
779188,153008.97-015813.2_779188_0.001,10,150.1552463690247,2.481576587934484,0.7452999949455261,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
779188,153008.97-015813.2_779188_0.001,10,150.1552463690247,2.481576587934484,0.7452999949455261,desi,no_desi_match
778198,074456.70+260927.0_778198_0.0001,15,149.95168591610374,2.479694240493436,0.7343000173568726,sdss,no_sdss_match
778198,074456.70+260927.0_778198_0.0001,15,149.95168591610374,2.479694240493436,0.7343000173568726,desi,no_desi_match
780302,084837.07+151202.9_780302_0.01,3,149.7632499380436,2.484035690660996,2.4316999912261963,sdss,no_sdss_match
780302,084837.07+151202.9_780302_0.01,3,149.7632499380436,2.484035690660996,2.4316999912261963,desi,no_desi_match
779697,151027.06+281215.8_779697_0.003,5,149.5478608589475,2.4820494489866265,0.48179998993873596,sdss,no_sdss_match
779697,151027.06+281215.8_779697_0.003,5,149.5478608589475,2.4820494489866265,0.48179998993873596,desi,no_desi_match
782700,154836.99+284025.1_782700_0.3,16,149.93318222491928,2.4883756310848058,2.9539999961853027,sdss,no_sdss_match
782700,154836.99+284025.1_782700_0.3,16,149.93318222491928,2.4883756310848058,2.9539999961853027,desi,no_desi_match
778171,143848.16+310604.7_778171_0.03,15,149.86199034988985,2.4800109984987904,0.7269999980926514,sdss,no_sdss_match
778171,143848.16+310604.7_778171_0.03,15,149.86199034988985,2.4800109984987904,0.7269999980926514,desi,no_desi_match
778996,164915.74+380721.4_778996_0.01,3,149.86379023800507,2.481052092011672,0.7422999739646912,sdss,no_sdss_match
778996,164915.74+380721.4_778996_0.01,3,149.86379023800507,2.481052092011672,0.7422999739646912,desi,no_desi_match
780462,151950.59+133040.2_780462_0.0001,2,149.5381705302382,2.482685889029742,0.3061000108718872,sdss,no_sdss_match
780462,151950.59+133040.2_780462_0.0001,2,149.5381705302382,2.482685889029742,0.3061000108718872,desi,no_desi_match
778736,161631.21+142853.0_778736_0.3,9,150.20590348004984,2.482045898430767,2.968899965286255,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
778736,161631.21+142853.0_778736_0.3,9,150.20590348004984,2.482045898430767,2.968899965286255,desi,no_desi_match
776243,155650.09+283727.8_776243_0.0003,13,150.3265682942016,2.4778061086633905,0.9007999897003174,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
776243,155650.09+283727.8_776243_0.0003,13,150.3265682942016,2.4778061086633905,0.9007999897003174,desi,no_desi_match
780913,081743.79+285141.1_780913_0.3,14,150.1563319668222,2.485255703423819,2.0580999851226807,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
780913,081743.79+285141.1_780913_0.3,14,150.1563319668222,2.485255703423819,2.0580999851226807,desi,no_desi_match
776905,154137.68+114421.0_776905_0.0003,11,150.38931197631487,2.4792280637407345,2.8784000873565674,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
776905,154137.68+114421.0_776905_0.0003,11,150.38931197631487,2.4792280637407345,2.8784000873565674,desi,no_desi_match
967206,084403.74+161814.8_967206_0.03,4,149.72580519169384,2.770683773219435,0.7028999924659729,sdss,sdss_query_failed: 503 Server Error: Service Unavailable for url: https://skyserver.sdss.org/dr17/en/tools/search/X_Results.aspx
967206,084403.74+161814.8_967206_0.03,4,149.72580519169384,2.770683773219435,0.7028999924659729,desi,no_desi_match
944801,151143.76+342333.1_944801_0.003,3,149.99982575327346,2.7345461196716734,1.1759999990463257,sdss,no_sdss_match
944801,151143.76+342333.1_944801_0.003,3,149.99982575327346,2.7345461196716734,1.1759999990463257,desi,no_desi_match
944383,153821.99+371757.3_944383_0.0003,8,150.7464330081813,2.7331794396676368,0.33180001378059387,sdss,no_sdss_match
942141,141819.79+212910.3_942141_0.03,7,149.9795381729642,2.7318772966605867,0.7396000027656555,sdss,no_sdss_match
942141,141819.79+212910.3_942141_0.03,7,149.9795381729642,2.7318772966605867,0.7396000027656555,desi,no_desi_match
939005,075111.38+495121.1_939005_0.001,8,150.0437106790761,2.7267016096516206,1.0290000438690186,sdss,no_sdss_match
939005,075111.38+495121.1_939005_0.001,8,150.0437106790761,2.7267016096516206,1.0290000438690186,desi,no_desi_match
940657,082334.46+064350.7_940657_0.0003,6,150.07855738775046,2.7287205068886755,0.9419999718666077,sdss,no_sdss_match
940657,082334.46+064350.7_940657_0.0003,6,150.07855738775046,2.7287205068886755,0.9419999718666077,desi,no_desi_match
935936,161954.51+010051.5_935936_0.003,5,149.69961407867447,2.7208475199141815,0.7653999924659729,sdss,no_sdss_match
935936,161954.51+010051.5_935936_0.003,5,149.69961407867447,2.7208475199141815,0.7653999924659729,desi,no_desi_match
947032,095212.77+571718.6_947032_0.3,3,150.00508925060805,2.7389482658821285,0.7369999885559082,sdss,no_sdss_match
947032,095212.77+571718.6_947032_0.3,3,150.00508925060805,2.7389482658821285,0.7369999885559082,desi,no_desi_match
938731,074513.51+221418.3_938731_0.0001,11,149.92113141698522,2.726964087028446,0.652999997138977,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
938731,074513.51+221418.3_938731_0.0001,11,149.92113141698522,2.726964087028446,0.652999997138977,desi,no_desi_match
946567,162845.69+442413.2_946567_0.1,3,149.99078086619684,2.738943432491929,0.4287000000476837,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
946567,162845.69+442413.2_946567_0.1,3,149.99078086619684,2.738943432491929,0.4287000000476837,desi,no_desi_match
947071,090911.78+383913.4_947071_0.01,13,149.94858427093104,2.7396651835590453,1.2890000343322754,sdss,sdss_query_failed: Number of header columns (1) inconsistent with data columns in data line 13
947071,090911.78+383913.4_947071_0.01,13,149.94858427093104,2.7396651835590453,1.2890000343322754,desi,no_desi_match
943710,022113.14+010102.9_943710_0.0003,3,149.61499205635346,2.733844428132192,0.353300005197525,sdss,sdss_missing_match_coordinates
943710,022113.14+010102.9_943710_0.0003,3,149.61499205635346,2.733844428132192,0.353300005197525,desi,no_desi_match
941538,095656.43+535023.3_941538_0.003,4,149.73224462714603,2.7302017028553864,0.6061000227928162,sdss,sdss_missing_match_coordinates
941538,095656.43+535023.3_941538_0.003,4,149.73224462714603,2.7302017028553864,0.6061000227928162,desi,no_desi_match
935097,150038.61+135746.0_935097_0.03,30,149.97695538958138,2.720549311238133,1.2519999742507935,sdss,sdss_missing_match_coordinates
935097,150038.61+135746.0_935097_0.03,30,149.97695538958138,2.720549311238133,1.2519999742507935,desi,no_desi_match
943412,144233.13-010210.6_943412_0.3,4,150.38953286267196,2.7330426178337266,0.4072999954223633,sdss,sdss_missing_match_coordinates
943412,144233.13-010210.6_943412_0.3,4,150.38953286267196,2.7330426178337266,0.4072999954223633,desi,no_desi_match
933686,083104.14+070932.0_933686_1,2,150.2885126148947,2.7170448979962556,0.4163999855518341,sdss,no_sdss_match
933686,083104.14+070932.0_933686_1,2,150.2885126148947,2.7170448979962556,0.4163999855518341,desi,no_desi_match
941424,152112.19+181139.7_941424_0.001,13,149.96425407606927,2.7305888687740474,0.9639999866485596,sdss,no_sdss_match
941424,152112.19+181139.7_941424_0.001,13,149.96425407606927,2.7305888687740474,0.9639999866485596,desi,no_desi_match
935373,075700.68+424814.4_935373_1,8,150.00791686029916,2.720951489702774,1.1749999523162842,sdss,no_sdss_match
935373,075700.68+424814.4_935373_1,8,150.00791686029916,2.720951489702774,1.1749999523162842,desi,no_desi_match
934108,075057.26+353037.6_934108_0.001,4,150.0708440220245,2.7208233394524908,0.16599999368190765,sdss,no_sdss_match
934108,075057.26+353037.6_934108_0.001,4,150.0708440220245,2.7208233394524908,0.16599999368190765,desi,"desi_query_failed: HTTPSConnectionPool(host='astrosparcl.datalab.noirlab.edu', port=443): Read timed out. (read timeout=1.1)"
941632,082958.78+513044.5_941632_1,1,150.35096060938042,2.7308292666481355,0.34439998865127563,sdss,no_sdss_match
941632,082958.78+513044.5_941632_1,1,150.35096060938042,2.7308292666481355,0.34439998865127563,desi,no_desi_match
940835,150732.11+345623.4_940835_1,9,150.52447084848927,2.7264880673746457,0.3483000099658966,sdss,no_sdss_match
947529,085539.25+383846.1_947529_0.003,4,150.3076253691586,2.7398134746551697,0.49399998784065247,sdss,no_sdss_match
947529,085539.25+383846.1_947529_0.003,4,150.3076253691586,2.7398134746551697,0.49399998784065247,desi,no_desi_match
942061,165431.77+274944.9_942061_0.3,4,150.52694238245317,2.731191175204729,0.887499988079071,sdss,no_sdss_match
942061,165431.77+274944.9_942061_0.3,4,150.52694238245317,2.731191175204729,0.887499988079071,desi,no_desi_match
939589,160827.08+075811.5_939589_0.03,4,150.00235506540142,2.7270998577110235,1.1749999523162842,sdss,no_sdss_match
939589,160827.08+075811.5_939589_0.03,4,150.00235506540142,2.7270998577110235,1.1749999523162842,desi,no_desi_match
936379,084925.42+290033.4_936379_0.001,2,150.1408725968912,2.7222606969827154,0.47040000557899475,sdss,no_sdss_match
936379,084925.42+290033.4_936379_0.001,2,150.1408725968912,2.7222606969827154,0.47040000557899475,desi,no_desi_match
929743,155956.01+102322.2_929743_0.0003,8,149.9610873662953,2.711734463075851,0.6790000200271606,sdss,no_sdss_match
929743,155956.01+102322.2_929743_0.0003,8,149.9610873662953,2.711734463075851,0.6790000200271606,desi,no_desi_match
920979,153646.14+480753.7_920979_0.003,5,150.37827020458397,2.696152946593224,0.795799970626831,sdss,no_sdss_match
920979,153646.14+480753.7_920979_0.003,5,150.37827020458397,2.696152946593224,0.795799970626831,desi,no_desi_match
922124,082053.76+513539.1_922124_0.03,99,150.09134396026306,2.7010781924609306,0.39800000190734863,sdss,no_sdss_match
922124,082053.76+513539.1_922124_0.03,99,150.09134396026306,2.7010781924609306,0.39800000190734863,desi,no_desi_match
919354,140256.62+050158.4_919354_0.001,31,150.15764920111943,2.69638875371567,0.42890000343322754,sdss,no_sdss_match
919354,140256.62+050158.4_919354_0.001,31,150.15764920111943,2.69638875371567,0.42890000343322754,desi,no_desi_match
924227,104936.69+644212.6_924227_1,1,150.1213994101131,2.702620000470017,0.3495999872684479,sdss,no_sdss_match
924227,104936.69+644212.6_924227_1,1,150.1213994101131,2.702620000470017,0.3495999872684479,desi,no_desi_match
919413,150732.11+345623.4_919413_0.1,2,149.86295604310985,2.694763526663099,0.34869998693466187,sdss,no_sdss_match
919413,150732.11+345623.4_919413_0.1,2,149.86295604310985,2.694763526663099,0.34869998693466187,desi,no_desi_match
921656,022758.52-004546.0_921656_0.003,1,149.93822564065036,2.699673303288273,1.0920000076293945,sdss,no_sdss_match
921656,022758.52-004546.0_921656_0.003,1,149.93822564065036,2.699673303288273,1.0920000076293945,desi,no_desi_match
920249,151622.62+393221.8_920249_0.0003,3,150.57508634421055,2.6952452201040606,0.8812999725341797,sdss,no_sdss_match
920249,151622.62+393221.8_920249_0.0003,3,150.57508634421055,2.6952452201040606,0.8812999725341797,desi,no_desi_match
922796,140313.02+124454.4_922796_0.001,4,150.11839352944358,2.6992612445389867,0.7020000219345093,sdss,no_sdss_match
922796,140313.02+124454.4_922796_0.001,4,150.11839352944358,2.6992612445389867,0.7020000219345093,desi,no_desi_match
923579,084224.92+514501.1_923579_0.003,2,150.55411140269214,2.7005364034127557,0.7950999736785889,sdss,no_sdss_match
923579,084224.92+514501.1_923579_0.003,2,150.55411140269214,2.7005364034127557,0.7950999736785889,desi,no_desi_match
929226,161618.84+460806.8_929226_0.3,1,149.64715244689793,2.708506240551382,0.39320001006126404,sdss,no_sdss_match
929226,161618.84+460806.8_929226_0.3,1,149.64715244689793,2.708506240551382,0.39320001006126404,desi,no_desi_match
915895,034728.90+002444.7_915895_0.003,1,149.61290269445044,2.6897335233361765,0.7039999961853027,sdss,no_sdss_match
915895,034728.90+002444.7_915895_0.003,1,149.61290269445044,2.6897335233361765,0.7039999961853027,desi,no_desi_match
932123,144430.78+302217.4_932123_0.0003,4,150.14980054264925,2.7146084131061423,0.7250000238418579,sdss,no_sdss_match
932123,144430.78+302217.4_932123_0.0003,4,150.14980054264925,2.7146084131061423,0.7250000238418579,desi,no_desi_match
980249,083141.59+140218.8_980249_0.0003,8,149.99804951358735,2.792895835542484,0.7885000109672546,sdss,no_sdss_match
980249,083141.59+140218.8_980249_0.0003,8,149.99804951358735,2.792895835542484,0.7885000109672546,desi,no_desi_match
934605,163726.88+404432.9_934605_0.0001,1,149.99232506059997,2.7190613387339284,0.8514000177383423,sdss,no_sdss_match
934605,163726.88+404432.9_934605_0.0001,1,149.99232506059997,2.7190613387339284,0.8514000177383423,desi,no_desi_match
982366,151310.54+161057.4_982366_0.0001,4,149.77127764048316,2.7953106697366863,0.4934999942779541,sdss,no_sdss_match
980686,153506.65+464145.3_980686_0.3,3,150.32042911946954,2.7936956818030247,0.47130000591278076,sdss,no_sdss_match
980686,153506.65+464145.3_980686_0.3,3,150.32042911946954,2.7936956818030247,0.47130000591278076,desi,no_desi_match
984310,100400.92+524242.3_984310_1,2,149.69657197249555,2.7962413300899818,0.2215999960899353,sdss,no_sdss_match
987307,134943.91+014007.3_987307_0.003,47,149.75174632581727,2.805458600974125,0.7419999837875366,sdss,no_sdss_match
987307,134943.91+014007.3_987307_0.003,47,149.75174632581727,2.805458600974125,0.7419999837875366,desi,no_desi_match
986942,151443.84+174045.6_986942_0.1,5,150.43189178047348,2.802628172187391,0.6248000264167786,sdss,no_sdss_match
974429,153855.38+124748.1_974429_0.003,2,150.3988190288607,2.78345640352265,0.7365000247955322,sdss,no_sdss_match
978022,142951.36+212410.0_978022_0.0001,2,150.33234680518484,2.7888816103218654,0.7293999791145325,sdss,no_sdss_match
